,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
71324,76090,Male,Loyal Customer,11,Personal Travel,Eco,1086,2,4,2,2,2,2,2,2,5,2,5,5,5,2,14,0.0,dissatisfied,Not Churn
103841,116192,Female,Loyal Customer,28,Personal Travel,Eco,950,2,3,2,4,3,2,3,3,3,4,3,2,3,3,39,17.0,dissatisfied,Churn
13211,137565,Male,Loyal Customer,31,Personal Travel,Business,345,3,2,3,3,4,3,4,4,4,4,3,2,3,4,0,0.0,dissatisfied,Churn
50943,136939,Female,Loyal Customer,38,Business travel,Business,472,2,1,1,1,3,3,3,2,2,2,2,1,2,4,31,27.0,dissatisfied,Not Churn
19851,114989,Female,Loyal Customer,7,Personal Travel,Eco Plus,432,1,4,1,4,1,1,1,1,4,5,4,4,5,1,0,0.0,dissatisfied,Churn
64173,116529,Male,Loyal Customer,65,Personal Travel,Eco,368,2,5,2,3,3,2,3,3,5,5,5,2,2,3,0,0.0,dissatisfied,Not Churn
80187,69866,Female,Loyal Customer,42,Personal Travel,Eco,759,2,3,2,2,4,4,1,1,1,2,1,2,1,2,10,21.0,dissatisfied,Not Churn
11416,136086,Male,Loyal Customer,20,Personal Travel,Eco,2237,2,2,1,4,4,1,4,4,4,3,2,2,4,4,0,0.0,dissatisfied,Churn
30045,115240,Female,Loyal Customer,51,Personal Travel,Eco,226,3,5,3,1,3,1,1,5,5,5,5,1,4,1,165,167.0,dissatisfied,Churn
92465,116984,Male,Loyal Customer,36,Business travel,Eco,292,1,4,2,4,1,1,1,1,4,5,3,2,4,1,0,0.0,dissatisfied,Not Churn
93322,79933,Female,Loyal Customer,16,Personal Travel,Eco,913,2,2,1,4,1,1,1,1,1,1,3,4,4,1,0,0.0,dissatisfied,Churn
78240,74527,Female,disloyal Customer,8,Business travel,Eco,811,3,3,3,3,1,3,1,1,1,2,4,1,4,1,0,20.0,dissatisfied,Churn
101850,74113,Male,Loyal Customer,54,Personal Travel,Business,1237,2,4,2,4,2,4,4,3,3,2,3,5,3,3,43,16.0,dissatisfied,Churn
71694,70301,Female,disloyal Customer,9,Business travel,Eco,1046,2,2,2,2,2,2,3,2,5,5,4,1,3,2,0,0.0,dissatisfied,Churn
66721,78707,Male,Loyal Customer,47,Business travel,Business,240,4,2,2,2,2,3,2,4,4,3,4,4,4,1,0,0.0,dissatisfied,Churn
67048,98594,Male,Loyal Customer,40,Personal Travel,Business,1846,2,2,2,1,1,1,2,5,5,2,5,3,5,1,2,27.0,dissatisfied,Churn
80563,97316,Female,Loyal Customer,38,Business travel,Business,3302,2,1,1,1,1,4,4,2,2,2,2,3,2,2,0,0.0,dissatisfied,Churn
30935,101055,Female,disloyal Customer,32,Business travel,Business,190,3,3,3,4,5,3,5,5,5,2,5,3,5,5,0,0.0,dissatisfied,Churn
50386,136062,Female,disloyal Customer,45,Business travel,Eco,764,4,3,3,4,4,3,4,4,2,5,4,1,3,4,59,69.0,dissatisfied,Churn
95301,119320,Female,Loyal Customer,16,Personal Travel,Business,1123,3,5,3,5,3,3,3,3,3,5,5,3,5,3,0,8.0,dissatisfied,Churn
44178,132656,Female,Loyal Customer,68,Personal Travel,Eco,302,3,4,3,3,1,3,4,4,4,3,4,3,4,2,51,43.0,dissatisfied,Churn
24105,148844,Female,disloyal Customer,47,Business travel,Eco,271,4,1,5,1,2,5,2,2,1,2,2,2,1,2,8,16.0,dissatisfied,Churn
33518,53039,Female,Loyal Customer,18,Personal Travel,Eco,746,4,4,4,1,4,4,1,4,2,1,3,3,3,4,0,7.0,dissatisfied,Churn
60878,144704,Male,Loyal Customer,34,Personal Travel,Business,696,3,4,3,3,2,4,5,1,1,3,1,3,1,5,51,50.0,dissatisfied,Churn
59810,148826,Male,disloyal Customer,26,Business travel,Eco,605,2,3,2,4,5,2,5,5,4,5,3,3,4,5,3,0.0,dissatisfied,Churn
12732,57576,Male,Loyal Customer,43,Business travel,Eco,377,3,2,2,2,4,3,4,4,3,1,4,1,3,4,84,79.0,dissatisfied,Churn
36746,116832,Female,Loyal Customer,19,Personal Travel,Eco,1013,4,5,4,2,3,4,3,3,2,3,3,2,2,3,0,0.0,dissatisfied,Churn
23047,129753,Male,Loyal Customer,36,Business travel,Business,577,1,5,5,5,1,4,4,1,1,1,1,3,1,1,2,0.0,dissatisfied,Churn
58073,120137,Female,Loyal Customer,31,Personal Travel,Eco,373,1,3,1,4,4,1,5,4,2,1,2,4,3,4,12,14.0,dissatisfied,Churn
46722,150898,Male,disloyal Customer,22,Business travel,Eco,417,2,0,2,3,2,2,2,2,5,4,4,3,5,2,39,37.0,dissatisfied,Churn
26800,157689,Female,Loyal Customer,56,Business travel,Business,2689,4,2,2,2,2,2,2,4,4,4,4,3,4,1,0,0.0,dissatisfied,Not Churn
47830,73932,Male,Loyal Customer,17,Personal Travel,Eco Plus,1069,2,2,2,4,5,2,4,5,4,4,3,3,4,5,31,29.0,dissatisfied,Not Churn
50395,67057,Female,Loyal Customer,50,Personal Travel,Eco,896,4,1,4,3,2,2,3,1,1,4,1,4,1,1,21,38.0,dissatisfied,Churn
7084,136550,Male,Loyal Customer,32,Personal Travel,Eco Plus,1073,2,5,2,4,1,2,1,1,3,4,5,5,4,1,0,0.0,dissatisfied,Churn
40823,75595,Female,Loyal Customer,17,Personal Travel,Eco,129,3,1,0,3,5,0,5,5,1,4,3,2,4,5,0,0.0,dissatisfied,Not Churn
14259,118668,Female,disloyal Customer,23,Business travel,Eco,629,3,0,3,4,2,3,2,2,4,3,4,3,5,2,3,0.0,dissatisfied,Churn
25673,152475,Male,Loyal Customer,41,Personal Travel,Eco,325,2,5,2,1,4,2,4,4,4,4,2,4,3,4,0,0.0,dissatisfied,Churn
22619,52153,Male,Loyal Customer,59,Personal Travel,Eco,722,3,4,3,4,3,3,3,3,2,3,2,3,5,3,0,0.0,dissatisfied,Not Churn
70821,108669,Female,Loyal Customer,47,Business travel,Eco,1017,1,3,2,2,3,3,3,1,1,1,1,3,1,2,0,0.0,dissatisfied,Churn
102411,100473,Male,Loyal Customer,53,Business travel,Business,2476,2,2,5,5,4,4,4,2,2,3,2,1,2,4,0,0.0,dissatisfied,Churn
75754,120441,Male,Loyal Customer,9,Personal Travel,Eco,235,3,4,3,5,2,3,2,2,4,2,5,5,4,2,0,0.0,dissatisfied,Churn
97612,101534,Female,Loyal Customer,55,Personal Travel,Eco,432,2,4,3,1,2,5,4,2,2,3,2,4,2,3,3,5.0,dissatisfied,Churn
13767,149966,Female,Loyal Customer,59,Personal Travel,Eco Plus,197,3,5,3,2,3,4,3,5,5,3,1,2,5,1,7,0.0,dissatisfied,Churn
14281,108139,Male,Loyal Customer,44,Business travel,Eco Plus,1037,2,3,3,3,2,2,2,2,1,1,4,2,3,2,7,21.0,dissatisfied,Churn
59296,92125,Female,Loyal Customer,50,Business travel,Business,2475,4,5,5,5,4,4,4,2,4,4,3,4,2,4,6,26.0,dissatisfied,Not Churn
21106,88230,Female,Loyal Customer,29,Personal Travel,Eco,438,1,5,2,1,1,2,1,1,3,2,4,4,4,1,0,0.0,dissatisfied,Churn
85273,59365,Male,Loyal Customer,37,Business travel,Eco,116,4,2,2,2,4,4,4,4,2,4,3,4,3,4,0,0.0,dissatisfied,Churn
17535,95755,Female,disloyal Customer,22,Business travel,Eco,854,4,5,5,4,1,5,1,1,1,1,4,2,4,1,0,0.0,dissatisfied,Churn
23912,131204,Female,Loyal Customer,18,Personal Travel,Eco,189,3,5,0,1,2,0,1,2,4,3,4,4,4,2,0,0.0,dissatisfied,Churn
23714,162246,Female,Loyal Customer,24,Business travel,Eco,650,2,2,2,2,2,3,3,2,2,2,3,1,4,2,0,6.0,dissatisfied,Churn
44376,128655,Female,Loyal Customer,28,Personal Travel,Eco,1947,2,4,2,4,5,2,5,5,3,2,5,3,5,5,14,0.0,dissatisfied,Churn
21188,124926,Female,disloyal Customer,38,Business travel,Eco Plus,270,3,3,3,3,2,3,4,2,1,5,4,1,3,2,0,0.0,dissatisfied,Churn
27963,68874,Male,Loyal Customer,32,Business travel,Business,2172,2,3,3,3,3,3,2,3,3,1,3,4,3,3,0,0.0,dissatisfied,Churn
51452,161692,Female,disloyal Customer,30,Business travel,Eco,226,2,1,2,3,3,2,3,3,2,5,3,4,4,3,0,10.0,dissatisfied,Churn
58581,45806,Male,disloyal Customer,48,Business travel,Business,199,3,3,3,3,4,3,4,4,5,2,5,3,5,4,0,0.0,dissatisfied,Churn
55864,104624,Female,Loyal Customer,21,Personal Travel,Eco,1303,2,5,2,4,4,2,4,4,3,3,3,4,4,4,31,63.0,dissatisfied,Not Churn
38663,165080,Male,Loyal Customer,55,Business travel,Business,414,2,5,5,5,5,2,2,2,2,2,2,3,2,4,0,0.0,dissatisfied,Churn
101657,91443,Male,disloyal Customer,60,Business travel,Business,1117,2,1,1,4,2,3,3,5,3,5,5,3,3,3,196,206.0,dissatisfied,Churn
99372,70304,Female,disloyal Customer,44,Business travel,Eco,1237,3,3,3,3,4,3,4,4,1,1,3,3,4,4,0,0.0,dissatisfied,Churn
84059,43946,Female,Loyal Customer,58,Business travel,Eco,650,3,3,3,3,2,3,2,3,3,3,3,4,3,1,0,0.0,dissatisfied,Churn
58823,106430,Male,Loyal Customer,53,Personal Travel,Eco,852,2,4,2,2,1,2,1,1,3,3,4,4,5,1,11,16.0,dissatisfied,Churn
83087,80215,Female,Loyal Customer,58,Personal Travel,Eco Plus,651,3,0,3,2,3,4,4,4,4,3,4,4,4,5,0,0.0,dissatisfied,Not Churn
61027,138323,Male,disloyal Customer,21,Business travel,Eco,397,3,2,3,3,2,3,2,2,3,5,4,4,4,2,0,0.0,dissatisfied,Churn
86361,80450,Male,Loyal Customer,50,Personal Travel,Eco,837,3,4,3,3,3,3,4,3,4,5,4,4,5,3,23,26.0,dissatisfied,Churn
46302,110311,Male,Loyal Customer,8,Personal Travel,Eco,641,2,5,3,4,4,3,4,4,4,2,4,4,4,4,0,0.0,dissatisfied,Churn
74829,37982,Male,Loyal Customer,60,Business travel,Eco Plus,500,2,5,5,5,1,2,1,1,2,5,3,2,3,1,36,22.0,dissatisfied,Not Churn
73338,45296,Female,Loyal Customer,50,Personal Travel,Eco,975,4,3,4,2,4,4,5,3,3,4,3,1,3,1,45,54.0,dissatisfied,Churn
24910,73718,Female,Loyal Customer,48,Business travel,Eco,1069,3,5,5,5,3,3,4,3,3,3,3,3,3,2,56,47.0,dissatisfied,Churn
57979,36470,Female,Loyal Customer,57,Personal Travel,Eco,853,4,5,4,3,3,4,4,4,4,4,4,4,4,3,0,9.0,dissatisfied,Churn
50053,89185,Male,Loyal Customer,65,Personal Travel,Eco,1190,3,4,3,3,4,3,4,4,4,5,5,5,4,4,19,10.0,dissatisfied,Churn
74664,63021,Male,Loyal Customer,31,Personal Travel,Eco,689,1,5,2,1,1,2,1,1,4,3,4,4,4,1,0,0.0,dissatisfied,Churn
19627,37610,Male,Loyal Customer,28,Personal Travel,Eco Plus,772,4,3,4,4,1,4,1,1,5,3,3,5,4,1,8,0.0,dissatisfied,Churn
28188,153783,Female,Loyal Customer,70,Personal Travel,Eco Plus,347,3,5,3,3,4,5,5,1,1,3,1,3,1,3,21,12.0,dissatisfied,Churn
71677,73632,Female,Loyal Customer,40,Business travel,Business,2868,2,2,2,2,5,4,4,2,2,2,2,4,2,2,4,4.0,dissatisfied,Not Churn
86145,107162,Male,Loyal Customer,50,Business travel,Business,2551,2,1,1,1,5,3,3,2,2,3,2,1,2,4,0,0.0,dissatisfied,Churn
46860,39559,Female,Loyal Customer,61,Personal Travel,Eco,315,2,5,2,1,3,4,5,5,5,2,5,3,5,5,0,0.0,dissatisfied,Churn
71613,105261,Male,Loyal Customer,56,Personal Travel,Eco,1598,3,4,3,3,2,3,2,2,4,4,4,1,3,2,0,0.0,dissatisfied,Churn
6370,88875,Male,Loyal Customer,53,Business travel,Business,2306,1,5,5,5,5,1,2,1,1,1,1,2,1,1,0,0.0,dissatisfied,Not Churn
46948,123727,Male,Loyal Customer,26,Personal Travel,Eco,432,4,5,4,3,4,4,4,4,4,5,5,5,5,4,0,21.0,dissatisfied,Churn
56674,67664,Female,Loyal Customer,61,Personal Travel,Eco,862,2,5,2,1,2,4,5,1,1,2,1,4,1,5,0,10.0,dissatisfied,Churn
58516,127541,Female,Loyal Customer,64,Personal Travel,Business,1050,3,1,2,3,4,3,3,5,5,2,5,4,5,2,0,0.0,dissatisfied,Churn
70130,130875,Female,Loyal Customer,55,Business travel,Business,341,2,1,1,1,3,4,3,2,2,2,2,2,2,3,8,10.0,dissatisfied,Churn
80934,162779,Female,Loyal Customer,29,Business travel,Business,3851,1,2,2,2,1,1,1,1,1,3,4,3,3,1,6,18.0,dissatisfied,Churn
62594,86446,Female,Loyal Customer,43,Business travel,Business,2972,2,2,5,2,3,4,3,4,4,4,2,4,4,3,12,25.0,dissatisfied,Not Churn
98986,61475,Female,Loyal Customer,31,Business travel,Eco Plus,829,3,5,5,5,3,3,3,3,4,1,4,2,4,3,0,0.0,dissatisfied,Churn
57416,96841,Female,Loyal Customer,41,Business travel,Business,1605,3,4,4,4,4,4,4,3,3,3,3,3,3,2,47,25.0,dissatisfied,Not Churn
41928,80011,Female,disloyal Customer,18,Business travel,Eco,174,2,2,2,4,4,2,1,4,4,5,4,3,4,4,0,59.0,dissatisfied,Churn
14392,129144,Female,Loyal Customer,52,Business travel,Eco,1524,3,4,4,4,3,4,4,3,3,3,3,3,3,3,2,0.0,dissatisfied,Churn
3639,112177,Male,Loyal Customer,25,Personal Travel,Business,669,2,5,3,3,2,3,2,2,4,4,5,3,5,2,0,0.0,dissatisfied,Churn
36212,157159,Male,Loyal Customer,27,Personal Travel,Eco,993,1,4,1,3,2,1,2,2,2,4,3,3,4,2,0,24.0,dissatisfied,Churn
92836,47439,Female,Loyal Customer,52,Personal Travel,Eco,316,3,2,3,4,4,3,3,1,1,3,1,4,1,2,0,0.0,dissatisfied,Churn
90770,120839,Female,Loyal Customer,55,Business travel,Business,481,2,2,3,3,4,4,4,2,2,2,2,2,2,4,0,0.0,dissatisfied,Churn
6589,165411,Male,Loyal Customer,66,Personal Travel,Eco Plus,2402,3,5,3,4,5,3,5,5,3,4,4,3,4,5,0,0.0,dissatisfied,Churn
85819,83627,Female,Loyal Customer,19,Personal Travel,Eco,558,1,4,1,1,5,1,5,5,4,3,5,3,4,5,0,0.0,dissatisfied,Churn
87538,146066,Male,Loyal Customer,8,Personal Travel,Eco,1073,4,4,4,1,3,4,3,3,5,5,4,4,5,3,13,1.0,dissatisfied,Churn
40907,113526,Male,Loyal Customer,38,Personal Travel,Eco,590,1,5,1,3,5,1,5,5,3,5,4,4,5,5,0,0.0,dissatisfied,Churn
75092,114229,Female,Loyal Customer,59,Business travel,Eco,684,2,4,4,4,3,4,4,2,2,2,2,3,2,4,0,0.0,dissatisfied,Not Churn
52312,56715,Male,Loyal Customer,21,Personal Travel,Eco,633,2,5,2,4,2,2,2,2,4,4,4,5,4,2,0,0.0,dissatisfied,Not Churn
18421,153820,Female,Loyal Customer,21,Business travel,Business,1814,4,1,1,1,4,4,4,4,3,2,1,2,2,4,129,112.0,dissatisfied,Churn
42419,73279,Female,disloyal Customer,25,Business travel,Eco,1189,2,2,2,3,2,2,2,2,4,3,3,4,3,2,0,0.0,dissatisfied,Churn
26415,59309,Female,Loyal Customer,57,Personal Travel,Eco,223,2,4,2,1,3,5,4,5,5,2,5,3,5,5,0,0.0,dissatisfied,Churn
51383,92341,Female,Loyal Customer,52,Personal Travel,Eco Plus,1400,3,1,3,4,4,4,3,4,4,3,4,3,4,1,54,50.0,dissatisfied,Churn
10463,69116,Female,Loyal Customer,37,Personal Travel,Eco,216,2,4,2,3,5,2,5,5,4,2,3,4,4,5,0,0.0,dissatisfied,Churn
94860,62348,Female,Loyal Customer,65,Personal Travel,Eco,515,3,4,3,4,4,4,5,3,3,3,3,3,3,4,11,0.0,dissatisfied,Churn
29526,129277,Male,Loyal Customer,17,Business travel,Eco,1066,2,4,4,4,2,2,2,2,1,2,4,1,4,2,0,0.0,dissatisfied,Not Churn
40312,105619,Male,Loyal Customer,22,Business travel,Eco Plus,944,1,4,4,4,1,1,2,1,2,2,4,3,4,1,11,10.0,dissatisfied,Not Churn
45062,109679,Female,Loyal Customer,14,Personal Travel,Eco,594,4,3,4,4,5,4,5,5,1,2,4,2,4,5,1,5.0,dissatisfied,Churn
32627,70152,Male,Loyal Customer,53,Personal Travel,Eco,1598,2,4,3,1,1,3,1,1,5,4,5,3,5,1,1,0.0,dissatisfied,Churn
76031,108768,Male,Loyal Customer,55,Personal Travel,Eco,1121,1,4,0,4,5,0,5,5,5,5,4,5,5,5,0,0.0,dissatisfied,Not Churn
103700,86947,Male,Loyal Customer,24,Personal Travel,Eco,266,2,0,0,5,1,0,1,1,3,5,4,5,4,1,0,0.0,dissatisfied,Churn
27238,76132,Male,Loyal Customer,8,Business travel,Business,575,2,1,1,1,2,2,2,2,1,2,3,1,3,2,0,,dissatisfied,Churn
79005,152437,Female,Loyal Customer,26,Personal Travel,Eco,373,4,1,4,2,2,4,2,2,1,3,3,1,3,2,6,13.0,dissatisfied,Churn
46741,77009,Male,Loyal Customer,39,Personal Travel,Eco,590,1,3,1,1,5,1,4,5,3,4,4,3,3,5,0,9.0,dissatisfied,Churn
20513,136559,Female,Loyal Customer,27,Business travel,Business,1620,4,5,4,4,4,4,4,4,3,5,3,4,4,4,52,13.0,dissatisfied,Churn
100642,98069,Female,Loyal Customer,9,Personal Travel,Eco Plus,550,4,1,4,4,2,4,3,2,2,1,2,1,4,2,2,0.0,dissatisfied,Not Churn
76354,93997,Male,Loyal Customer,26,Personal Travel,Eco,955,4,4,4,5,5,4,5,5,5,3,4,5,4,5,0,0.0,dissatisfied,Churn
76204,76911,Male,disloyal Customer,21,Business travel,Eco,574,2,3,1,4,5,1,5,5,2,5,4,3,3,5,0,1.0,dissatisfied,Not Churn
57514,137004,Male,Loyal Customer,15,Personal Travel,Eco,1605,1,5,1,2,3,1,3,3,4,3,5,4,4,3,45,21.0,dissatisfied,Not Churn
63353,83617,Female,Loyal Customer,64,Personal Travel,Eco,558,3,2,3,4,5,4,3,2,2,3,2,3,2,4,0,0.0,dissatisfied,Churn
50408,55480,Male,disloyal Customer,52,Business travel,Eco,692,1,1,1,3,5,1,5,5,2,2,5,4,2,5,7,0.0,dissatisfied,Churn
25486,73309,Female,Loyal Customer,22,Personal Travel,Eco,1189,3,5,3,1,1,3,1,1,5,4,5,3,4,1,0,1.0,dissatisfied,Churn
57545,153246,Female,Loyal Customer,52,Business travel,Eco,647,2,5,1,1,2,4,3,2,2,2,2,1,2,2,0,0.0,dissatisfied,Churn
21191,110267,Female,Loyal Customer,45,Business travel,Business,3897,1,5,5,5,1,1,1,4,2,4,3,1,1,1,123,134.0,dissatisfied,Churn
18870,43235,Female,Loyal Customer,49,Personal Travel,Eco,273,1,1,1,4,1,3,3,4,4,1,4,1,4,2,10,8.0,dissatisfied,Churn
68202,41638,Female,Loyal Customer,36,Personal Travel,Eco,948,4,3,4,3,4,4,4,4,3,4,4,1,3,4,0,0.0,dissatisfied,Churn
55846,60899,Male,Loyal Customer,65,Business travel,Business,432,3,4,4,4,1,3,3,3,3,3,3,2,3,1,0,6.0,dissatisfied,Churn
6856,72410,Male,Loyal Customer,49,Personal Travel,Eco,612,3,5,3,4,5,3,5,5,3,4,5,5,5,5,0,0.0,dissatisfied,Churn
20975,151659,Male,Loyal Customer,45,Business travel,Business,1803,2,3,3,3,3,4,3,2,2,2,2,2,2,3,66,60.0,dissatisfied,Churn
83579,71072,Male,Loyal Customer,34,Personal Travel,Eco,187,1,5,1,3,4,1,2,4,4,3,5,3,4,4,0,0.0,dissatisfied,Churn
63644,41840,Male,Loyal Customer,28,Personal Travel,Eco,436,4,5,4,3,1,4,1,1,5,3,5,3,5,1,7,0.0,dissatisfied,Churn
66041,48603,Male,Loyal Customer,16,Personal Travel,Eco,201,3,1,3,3,3,3,4,3,4,1,2,2,3,3,0,0.0,dissatisfied,Not Churn
29158,114555,Male,Loyal Customer,52,Business travel,Eco Plus,453,4,4,4,4,4,4,4,4,3,1,3,4,3,4,0,0.0,dissatisfied,Churn
10705,53717,Female,Loyal Customer,18,Personal Travel,Eco,852,3,5,3,2,3,3,3,3,5,2,4,4,5,3,0,0.0,dissatisfied,Churn
78872,54716,Female,Loyal Customer,33,Business travel,Eco,262,4,1,1,1,4,4,4,3,2,4,4,4,1,4,299,284.0,dissatisfied,Churn
8229,50099,Male,Loyal Customer,41,Personal Travel,Eco,192,3,5,3,1,3,3,5,3,3,5,5,5,4,3,0,0.0,dissatisfied,Churn
54591,56749,Female,Loyal Customer,42,Personal Travel,Eco,864,2,5,2,3,4,4,5,4,4,2,4,5,4,5,9,9.0,dissatisfied,Not Churn
67915,119224,Male,Loyal Customer,48,Business travel,Eco,557,2,5,5,5,2,2,2,2,4,4,3,2,3,2,45,66.0,dissatisfied,Churn
103196,109341,Male,Loyal Customer,11,Personal Travel,Eco,1258,4,4,4,3,3,4,3,3,4,3,4,3,5,3,0,0.0,dissatisfied,Churn
99108,58981,Male,Loyal Customer,54,Personal Travel,Eco,302,3,4,3,3,1,3,1,1,3,5,4,4,4,1,41,30.0,dissatisfied,Churn
76936,161962,Female,disloyal Customer,40,Business travel,Business,861,2,2,2,5,5,2,5,5,4,3,5,5,5,5,0,2.0,dissatisfied,Churn
92807,122865,Male,Loyal Customer,9,Personal Travel,Eco,1747,1,0,1,4,5,1,5,5,4,4,5,4,5,5,0,0.0,dissatisfied,Churn
75108,41196,Male,Loyal Customer,33,Business travel,Business,3364,4,3,3,3,1,1,4,1,3,4,3,2,3,1,43,38.0,dissatisfied,Churn
78385,131448,Male,Loyal Customer,30,Personal Travel,Eco,323,3,3,3,3,1,3,1,1,5,1,1,4,3,1,0,0.0,dissatisfied,Churn
46038,39357,Female,Loyal Customer,58,Personal Travel,Eco,1187,1,3,0,4,1,2,3,1,1,0,1,3,1,1,24,39.0,dissatisfied,Not Churn
8708,145937,Female,Loyal Customer,49,Business travel,Eco,1092,4,5,5,5,2,3,4,4,4,4,4,2,4,3,0,0.0,dissatisfied,Churn
96492,95728,Male,disloyal Customer,21,Business travel,Eco,854,3,3,3,4,3,3,3,3,5,2,4,5,4,3,7,0.0,dissatisfied,Churn
95330,110199,Female,Loyal Customer,31,Business travel,Business,641,3,2,2,2,3,3,3,3,1,5,3,2,4,3,82,114.0,dissatisfied,Not Churn
100821,157690,Female,disloyal Customer,21,Business travel,Eco,936,2,1,1,3,2,1,4,2,3,5,3,3,3,2,0,2.0,dissatisfied,Churn
96228,49278,Female,Loyal Customer,38,Personal Travel,Eco,595,4,2,4,3,2,4,2,2,1,4,2,1,3,2,0,0.0,dissatisfied,Churn
6829,133740,Male,Loyal Customer,17,Business travel,Eco,442,2,4,4,4,2,2,3,2,4,2,3,3,3,2,6,0.0,dissatisfied,Churn
47665,84088,Female,Loyal Customer,54,Personal Travel,Eco,784,1,4,1,3,2,3,3,2,2,1,2,2,2,4,0,13.0,dissatisfied,Churn
15917,83665,Female,Loyal Customer,46,Personal Travel,Eco,590,2,4,2,3,5,4,3,3,3,2,3,5,3,5,0,0.0,dissatisfied,Churn
87110,62303,Male,Loyal Customer,58,Business travel,Eco,515,1,1,1,1,1,1,1,1,1,1,3,1,4,1,0,0.0,dissatisfied,Not Churn
78698,110842,Female,Loyal Customer,66,Personal Travel,Eco,1171,2,5,2,4,5,5,4,3,3,2,3,3,3,5,7,0.0,dissatisfied,Not Churn
22832,123857,Male,Loyal Customer,14,Personal Travel,Eco Plus,591,3,5,3,4,3,3,5,3,3,3,5,3,4,3,3,6.0,dissatisfied,Churn
79677,42108,Female,Loyal Customer,22,Personal Travel,Business,925,3,5,3,2,1,3,1,1,3,3,5,3,5,1,76,101.0,dissatisfied,Churn
13036,43553,Female,Loyal Customer,23,Business travel,Eco,522,3,2,2,2,3,3,2,3,3,1,3,2,3,3,0,34.0,dissatisfied,Not Churn
83851,37082,Male,disloyal Customer,36,Business travel,Business,354,2,2,2,1,1,2,1,1,3,1,2,1,1,1,0,0.0,dissatisfied,Churn
63329,140484,Female,Loyal Customer,17,Personal Travel,Eco,409,3,3,3,4,1,3,1,1,2,4,2,4,4,1,3,0.0,dissatisfied,Churn
76606,161354,Male,Loyal Customer,33,Personal Travel,Eco,651,3,4,3,4,4,3,4,4,4,2,4,5,4,4,0,4.0,dissatisfied,Churn
69264,73402,Female,disloyal Customer,27,Business travel,Eco,1010,3,3,3,3,5,3,5,5,3,3,4,2,3,5,39,36.0,dissatisfied,Churn
59637,37308,Female,Loyal Customer,61,Personal Travel,Eco,89,1,1,1,3,1,3,3,5,5,1,2,3,5,2,0,0.0,dissatisfied,Churn
9342,73818,Male,Loyal Customer,7,Personal Travel,Eco,944,2,1,2,3,4,2,4,4,3,2,3,2,4,4,1,0.0,dissatisfied,Not Churn
63134,157454,Male,Loyal Customer,67,Personal Travel,Eco,1009,3,3,3,4,3,3,3,3,2,5,3,1,3,3,0,0.0,dissatisfied,Churn
62367,157698,Male,Loyal Customer,64,Business travel,Business,1582,3,4,4,4,1,3,3,3,3,2,3,3,3,2,21,1.0,dissatisfied,Churn
13058,164184,Female,Loyal Customer,7,Personal Travel,Eco,735,1,4,1,2,2,1,2,2,5,5,4,5,4,2,28,22.0,dissatisfied,Not Churn
47476,140397,Male,Loyal Customer,33,Business travel,Business,456,2,5,2,5,2,1,2,2,4,4,3,4,3,2,26,17.0,dissatisfied,Churn
1010,65249,Female,Loyal Customer,35,Personal Travel,Eco,954,4,0,4,3,2,4,2,2,5,3,4,2,1,2,23,32.0,dissatisfied,Churn
6689,82896,Female,Loyal Customer,43,Business travel,Eco Plus,73,2,3,3,3,2,3,4,3,3,2,3,2,3,4,0,0.0,dissatisfied,Churn
96193,76154,Male,Loyal Customer,72,Business travel,Business,3808,3,2,2,2,5,3,4,3,3,3,3,4,3,3,0,0.0,dissatisfied,Churn
17666,158780,Male,disloyal Customer,39,Business travel,Business,361,3,3,3,5,1,3,1,1,3,3,5,4,5,1,0,0.0,dissatisfied,Churn
43166,84713,Female,Loyal Customer,62,Personal Travel,Eco,819,2,4,2,2,4,3,1,3,3,2,1,5,3,4,0,0.0,dissatisfied,Churn
74469,134074,Male,Loyal Customer,57,Business travel,Eco,616,4,1,1,1,4,4,4,4,4,2,3,2,2,4,84,79.0,dissatisfied,Churn
1749,125575,Female,Loyal Customer,34,Personal Travel,Eco,151,3,4,0,1,3,0,2,3,5,3,5,3,4,3,0,0.0,dissatisfied,Churn
67015,42734,Female,Loyal Customer,44,Personal Travel,Eco,528,2,3,2,1,5,4,1,3,3,2,3,3,3,3,9,0.0,dissatisfied,Churn
40826,153356,Female,Loyal Customer,14,Personal Travel,Eco,325,3,4,4,3,1,4,1,1,2,4,5,2,4,1,0,0.0,dissatisfied,Churn
94812,63842,Male,disloyal Customer,24,Business travel,Business,1448,3,2,3,4,5,3,5,5,3,4,4,1,3,5,2,0.0,dissatisfied,Churn
3837,163352,Female,Loyal Customer,53,Personal Travel,Eco Plus,621,2,3,2,2,3,5,4,4,4,2,4,4,4,1,0,0.0,dissatisfied,Not Churn
11795,38693,Female,Loyal Customer,33,Business travel,Business,2924,2,1,4,1,3,1,2,2,2,2,2,2,2,1,24,27.0,dissatisfied,Churn
