,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
79013,63146,Female,Loyal Customer,17,Personal Travel,Eco,224,4,5,4,2,2,4,1,2,4,3,5,4,5,2,11,,dissatisfied,Churn
47645,92710,Female,Loyal Customer,68,Personal Travel,Eco,391,3,4,3,3,2,4,4,1,1,3,5,3,1,5,12,0.0,dissatisfied,Churn
54961,142298,Male,Loyal Customer,27,Personal Travel,Eco,1145,3,4,3,2,5,3,5,5,4,3,3,4,4,5,0,7.0,dissatisfied,Churn
34383,61413,Male,Loyal Customer,60,Business travel,Business,3592,2,3,3,3,5,3,4,2,2,2,2,1,2,2,0,0.0,dissatisfied,Churn
32559,69168,Male,Loyal Customer,61,Personal Travel,Eco,1134,3,2,3,4,1,3,1,1,1,4,2,3,3,1,0,0.0,dissatisfied,Churn
87716,168853,Female,Loyal Customer,67,Personal Travel,Eco Plus,342,2,4,2,4,2,4,4,1,1,2,1,4,1,3,40,35.0,dissatisfied,Churn
28963,59419,Male,disloyal Customer,18,Business travel,Eco Plus,130,1,4,1,3,1,1,1,1,1,5,4,3,3,1,0,0.0,dissatisfied,Churn
93026,173108,Female,Loyal Customer,54,Business travel,Eco,520,4,2,4,4,5,3,4,4,4,4,4,2,4,1,7,104.0,dissatisfied,Not Churn
65882,71028,Female,Loyal Customer,70,Personal Travel,Eco,448,2,2,2,2,2,2,3,1,1,2,1,1,1,4,0,1.0,dissatisfied,Churn
33592,165652,Female,Loyal Customer,49,Business travel,Eco,407,1,3,3,3,2,2,2,1,1,1,1,4,1,2,61,57.0,dissatisfied,Churn
60310,153402,Female,disloyal Customer,30,Business travel,Eco,763,3,3,3,3,2,3,2,2,1,1,3,2,3,2,45,41.0,dissatisfied,Churn
42023,135050,Female,Loyal Customer,28,Personal Travel,Eco Plus,594,3,4,3,3,5,3,5,5,4,4,3,1,3,5,0,0.0,dissatisfied,Churn
57665,154467,Male,Loyal Customer,44,Business travel,Eco,391,2,5,5,5,2,2,2,2,2,5,3,4,4,2,22,19.0,dissatisfied,Churn
43163,164602,Male,Loyal Customer,53,Personal Travel,Eco,967,3,2,3,3,3,3,3,3,4,1,4,3,4,3,105,87.0,dissatisfied,Churn
3985,59129,Male,Loyal Customer,25,Personal Travel,Eco,299,3,4,3,3,2,3,2,2,3,5,5,4,5,2,91,92.0,dissatisfied,Churn
33074,71583,Male,disloyal Customer,37,Business travel,Eco,177,4,1,4,4,2,4,2,2,2,5,3,4,4,2,0,0.0,dissatisfied,Churn
100166,67183,Male,Loyal Customer,38,Personal Travel,Business,239,4,2,4,3,2,4,4,1,1,4,1,4,1,1,0,0.0,dissatisfied,Not Churn
52229,71268,Female,disloyal Customer,44,Business travel,Eco,304,2,2,2,3,3,2,3,3,4,4,4,1,4,3,33,16.0,dissatisfied,Churn
7342,53512,Female,Loyal Customer,47,Personal Travel,Eco Plus,482,4,1,2,2,2,2,2,2,2,2,1,1,2,2,0,0.0,dissatisfied,Churn
31841,107603,Male,Loyal Customer,36,Business travel,Business,1739,3,4,4,4,1,3,3,3,3,2,3,3,3,2,126,92.0,dissatisfied,Churn
97496,54415,Male,disloyal Customer,15,Business travel,Eco,672,2,2,2,3,2,2,2,2,4,1,4,2,3,2,24,24.0,dissatisfied,Churn
31137,105680,Female,disloyal Customer,24,Business travel,Eco,1195,3,3,3,4,1,3,1,1,3,4,4,1,3,1,10,0.0,dissatisfied,Churn
100305,175316,Female,Loyal Customer,42,Personal Travel,Eco,507,1,4,1,3,1,1,5,4,4,1,4,5,4,3,0,0.0,dissatisfied,Not Churn
83992,181500,Female,Loyal Customer,15,Personal Travel,Eco Plus,2454,1,5,1,2,3,1,3,3,3,3,4,1,3,3,0,0.0,dissatisfied,Churn
52312,72693,Male,Loyal Customer,21,Personal Travel,Eco,633,2,5,2,4,2,2,2,2,4,4,4,5,4,2,0,0.0,dissatisfied,Not Churn
32636,134843,Female,disloyal Customer,34,Business travel,Business,409,2,2,2,2,2,2,1,2,4,2,5,5,5,2,0,4.0,dissatisfied,Churn
22435,154867,Male,Loyal Customer,63,Personal Travel,Eco Plus,365,3,5,3,4,2,3,2,2,4,5,5,5,5,2,69,55.0,dissatisfied,Churn
41555,102574,Male,disloyal Customer,80,Business travel,Eco,337,3,0,4,4,3,4,3,3,2,5,4,4,2,3,0,0.0,dissatisfied,Churn
39517,153722,Male,Loyal Customer,25,Business travel,Business,1371,2,1,1,1,2,2,2,2,2,4,4,4,3,2,0,0.0,dissatisfied,Not Churn
59167,86496,Female,Loyal Customer,54,Business travel,Eco,612,4,4,4,4,4,3,4,4,4,4,4,4,4,4,8,6.0,dissatisfied,Churn
91020,99184,Female,Loyal Customer,8,Personal Travel,Eco,639,3,4,3,2,5,3,5,5,3,5,5,3,4,5,9,0.0,dissatisfied,Churn
55083,92598,Male,Loyal Customer,48,Personal Travel,Eco,188,2,4,0,3,4,0,4,4,4,5,5,5,4,4,0,0.0,dissatisfied,Churn
30787,67401,Male,Loyal Customer,14,Personal Travel,Eco,500,2,4,2,4,2,3,3,3,3,4,4,3,4,3,131,114.0,dissatisfied,Churn
7526,77674,Female,disloyal Customer,24,Business travel,Eco,696,1,1,1,4,3,1,3,3,5,2,5,4,4,3,2,0.0,dissatisfied,Churn
14686,173791,Female,Loyal Customer,43,Personal Travel,Eco,511,2,5,2,1,3,4,5,4,4,2,4,3,4,5,0,0.0,dissatisfied,Churn
16578,164884,Male,Loyal Customer,64,Personal Travel,Eco,590,3,5,3,4,3,3,3,3,3,5,4,5,2,3,15,16.0,dissatisfied,Churn
82892,133679,Male,Loyal Customer,18,Personal Travel,Eco,936,2,5,2,1,4,2,4,4,3,4,4,3,4,4,0,0.0,dissatisfied,Churn
79697,168886,Male,Loyal Customer,19,Personal Travel,Eco Plus,446,2,5,2,5,2,2,2,2,3,2,4,3,5,2,21,15.0,dissatisfied,Churn
6429,96175,Male,Loyal Customer,29,Personal Travel,Eco,610,2,4,2,4,3,2,3,3,2,2,4,4,4,3,0,0.0,dissatisfied,Not Churn
40375,117941,Male,disloyal Customer,36,Business travel,Eco,1391,3,3,3,4,1,3,1,1,4,3,4,4,3,1,4,0.0,dissatisfied,Churn
74068,85483,Female,Loyal Customer,7,Personal Travel,Eco,2556,3,5,3,1,3,3,3,3,5,5,3,3,4,3,0,0.0,dissatisfied,Not Churn
16862,55029,Female,Loyal Customer,49,Business travel,Business,859,1,5,5,5,1,1,1,4,4,4,4,1,2,1,178,176.0,dissatisfied,Churn
7703,79385,Male,Loyal Customer,42,Personal Travel,Business,1050,2,4,2,4,2,5,5,3,3,2,3,4,3,3,0,28.0,dissatisfied,Churn
70706,173296,Female,Loyal Customer,53,Personal Travel,Eco,2370,1,4,1,3,1,5,5,2,4,2,4,5,1,5,69,65.0,dissatisfied,Churn
94405,126650,Female,Loyal Customer,29,Business travel,Eco,1205,3,2,2,2,3,3,3,3,2,2,3,1,2,3,0,36.0,dissatisfied,Churn
70016,173777,Female,Loyal Customer,49,Business travel,Eco,511,2,3,3,3,3,4,4,2,2,2,2,2,2,4,0,0.0,dissatisfied,Churn
95537,81246,Female,Loyal Customer,55,Personal Travel,Eco,679,3,5,3,5,1,4,2,5,5,3,5,2,5,3,46,44.0,dissatisfied,Churn
71879,162762,Female,disloyal Customer,26,Business travel,Eco,945,2,2,2,3,5,2,5,5,1,2,3,2,3,5,29,24.0,dissatisfied,Churn
63674,143116,Male,Loyal Customer,35,Personal Travel,Eco,442,1,2,1,3,3,1,3,3,3,1,3,3,4,3,0,1.0,dissatisfied,Churn
60208,175194,Male,Loyal Customer,36,Business travel,Business,650,2,1,1,1,4,3,4,2,2,2,2,3,2,3,0,5.0,dissatisfied,Churn
99896,176399,Male,Loyal Customer,35,Business travel,Business,1785,4,1,1,1,3,4,4,4,4,4,4,2,4,3,105,95.0,dissatisfied,Churn
79265,143912,Female,Loyal Customer,42,Personal Travel,Eco,588,3,1,3,4,5,3,4,4,4,3,4,1,4,1,0,0.0,dissatisfied,Churn
71603,63360,Male,Loyal Customer,43,Personal Travel,Eco,295,2,5,2,2,2,2,2,2,1,5,2,1,5,2,0,0.0,dissatisfied,Churn
60103,118244,Female,Loyal Customer,8,Personal Travel,Eco,583,1,5,1,1,2,1,3,2,4,2,4,3,5,2,0,0.0,dissatisfied,Churn
63125,123946,Male,Loyal Customer,34,Business travel,Business,1846,2,2,2,2,2,4,3,2,2,2,2,1,2,1,34,36.0,dissatisfied,Churn
29219,71158,Male,disloyal Customer,20,Business travel,Eco,304,3,2,3,3,2,3,2,2,2,3,3,4,2,2,91,119.0,dissatisfied,Churn
87273,142291,Male,Loyal Customer,23,Personal Travel,Eco,1145,3,5,3,1,3,3,3,3,3,4,3,5,4,3,3,4.0,dissatisfied,Churn
91124,59376,Female,Loyal Customer,30,Personal Travel,Eco,116,3,4,3,4,1,3,1,1,3,2,3,3,3,1,0,0.0,dissatisfied,Churn
35837,62027,Female,Loyal Customer,17,Business travel,Business,357,2,1,2,1,2,2,2,2,2,3,3,1,2,2,91,86.0,dissatisfied,Churn
24864,102350,Female,disloyal Customer,21,Business travel,Business,373,3,2,3,4,2,3,2,2,1,3,3,2,4,2,0,0.0,dissatisfied,Churn
97832,170895,Male,Loyal Customer,66,Personal Travel,Eco,621,3,1,3,2,5,3,5,5,3,4,3,2,3,5,23,33.0,dissatisfied,Not Churn
44744,154394,Female,disloyal Customer,20,Business travel,Eco,197,2,3,2,3,2,2,2,2,1,1,3,3,3,2,47,54.0,dissatisfied,Churn
67890,157340,Female,Loyal Customer,66,Business travel,Business,377,3,4,4,4,5,2,3,3,3,3,3,2,3,3,65,57.0,dissatisfied,Not Churn
52597,71669,Male,Loyal Customer,70,Business travel,Business,108,3,2,2,2,4,4,3,2,2,2,3,2,2,2,2,0.0,dissatisfied,Churn
77040,85600,Female,Loyal Customer,11,Personal Travel,Eco,2496,2,3,3,3,3,3,3,3,4,1,3,3,4,3,0,0.0,dissatisfied,Churn
55006,95551,Female,disloyal Customer,22,Business travel,Eco,679,3,3,3,2,4,3,4,4,2,4,4,2,4,4,0,8.0,dissatisfied,Churn
41355,157575,Female,Loyal Customer,64,Personal Travel,Business,495,3,4,3,5,5,4,5,4,4,3,2,5,4,3,8,11.0,dissatisfied,Churn
86325,142359,Female,Loyal Customer,22,Personal Travel,Eco,1121,2,5,2,2,4,2,4,4,5,3,4,5,5,4,12,2.0,dissatisfied,Churn
63898,176238,Male,disloyal Customer,36,Business travel,Eco,129,4,4,4,2,5,4,5,5,3,5,3,4,1,5,0,,dissatisfied,Churn
95662,118326,Male,Loyal Customer,50,Business travel,Eco,550,4,5,5,5,4,4,4,4,3,3,1,3,2,4,0,0.0,dissatisfied,Churn
98282,142833,Female,disloyal Customer,36,Business travel,Business,581,3,3,3,2,4,3,4,4,5,3,4,4,4,4,0,0.0,dissatisfied,Not Churn
39000,150276,Female,Loyal Customer,32,Personal Travel,Eco,745,3,5,3,5,1,3,1,1,3,2,5,3,5,1,0,8.0,dissatisfied,Churn
85502,105772,Female,Loyal Customer,11,Personal Travel,Business,1208,2,2,2,3,4,2,4,4,3,2,1,1,2,4,0,0.0,dissatisfied,Churn
33325,171838,Female,Loyal Customer,37,Business travel,Eco,903,2,5,5,5,2,2,2,2,2,5,4,3,3,2,14,1.0,dissatisfied,Not Churn
38814,175062,Male,Loyal Customer,54,Business travel,Business,507,3,2,2,2,5,4,4,3,3,3,3,1,3,4,0,0.0,dissatisfied,Churn
8744,91679,Female,Loyal Customer,67,Business travel,Business,2828,3,3,3,3,1,2,2,3,3,3,3,3,3,4,0,0.0,dissatisfied,Churn
48349,99972,Male,Loyal Customer,34,Business travel,Business,2527,2,3,4,3,3,3,3,2,2,2,2,3,2,4,0,0.0,dissatisfied,Not Churn
65714,54985,Male,Loyal Customer,13,Personal Travel,Eco,409,2,4,2,2,4,2,4,4,4,2,4,3,5,4,0,0.0,dissatisfied,Churn
103610,59520,Female,Loyal Customer,21,Business travel,Business,522,2,4,4,4,2,2,2,2,3,2,2,4,2,2,0,0.0,dissatisfied,Churn
102185,151782,Female,Loyal Customer,46,Personal Travel,Eco,1050,1,5,1,2,4,4,4,4,4,1,4,3,4,3,8,0.0,dissatisfied,Churn
37957,85071,Female,Loyal Customer,26,Personal Travel,Eco,102,3,2,3,4,3,3,3,3,1,5,3,1,3,3,0,0.0,dissatisfied,Churn
71707,88196,Male,Loyal Customer,28,Personal Travel,Eco,399,4,2,4,4,1,4,1,1,4,3,4,1,3,1,0,0.0,dissatisfied,Not Churn
77304,164557,Male,disloyal Customer,18,Business travel,Eco,967,2,2,2,4,3,2,3,3,3,5,3,3,4,3,19,9.0,dissatisfied,Churn
10166,141852,Female,Loyal Customer,10,Personal Travel,Eco,944,3,4,3,1,3,1,1,5,5,2,1,1,4,1,198,197.0,dissatisfied,Churn
61634,178094,Male,Loyal Customer,59,Personal Travel,Business,507,3,1,3,4,1,4,4,3,3,3,3,4,3,2,14,37.0,dissatisfied,Churn
94555,144988,Female,Loyal Customer,49,Personal Travel,Business,134,4,0,4,1,5,4,5,5,5,4,5,3,5,5,0,0.0,dissatisfied,Churn
56212,126296,Male,Loyal Customer,48,Personal Travel,Eco,641,2,1,2,4,1,2,1,1,4,2,4,2,3,1,2,0.0,dissatisfied,Churn
77998,180508,Male,disloyal Customer,26,Business travel,Eco,651,3,3,3,3,2,3,2,2,4,1,2,4,3,2,54,43.0,dissatisfied,Churn
52759,170221,Male,Loyal Customer,37,Personal Travel,Eco,1999,4,5,4,3,5,4,5,5,5,5,5,4,4,5,0,0.0,dissatisfied,Churn
66528,81742,Male,Loyal Customer,60,Business travel,Eco,1133,3,4,1,1,3,3,3,3,2,5,3,1,4,3,0,0.0,dissatisfied,Not Churn
38375,161672,Male,Loyal Customer,26,Personal Travel,Eco,861,2,4,2,4,4,2,4,4,4,2,5,5,5,4,0,0.0,dissatisfied,Churn
103826,132327,Female,disloyal Customer,25,Business travel,Business,2153,2,0,3,3,3,3,3,3,4,3,4,5,5,3,0,0.0,dissatisfied,Churn
97964,61891,Female,Loyal Customer,20,Personal Travel,Eco,383,1,4,1,5,1,1,1,1,1,3,5,1,4,1,0,9.0,dissatisfied,Churn
72389,74221,Female,disloyal Customer,16,Business travel,Eco,694,3,3,3,4,3,3,3,3,3,2,4,3,3,3,0,0.0,dissatisfied,Churn
48912,91245,Male,Loyal Customer,28,Personal Travel,Eco,228,1,4,1,5,2,1,2,2,4,2,5,4,4,2,0,0.0,dissatisfied,Churn
57042,118958,Male,Loyal Customer,59,Personal Travel,Eco,731,3,2,3,4,5,3,5,5,3,4,4,4,4,5,0,0.0,dissatisfied,Churn
29726,181407,Female,Loyal Customer,51,Personal Travel,Eco,550,2,0,2,4,4,5,4,5,5,2,5,3,5,4,0,0.0,dissatisfied,Churn
96009,116748,Male,disloyal Customer,69,Business travel,Business,469,2,2,2,4,2,2,2,2,3,2,5,3,4,2,0,0.0,dissatisfied,Not Churn
28239,149762,Female,Loyal Customer,35,Personal Travel,Eco,1587,4,4,4,4,5,4,5,5,5,4,3,4,5,5,21,25.0,dissatisfied,Churn
57384,56510,Female,Loyal Customer,35,Personal Travel,Eco,618,4,3,5,2,4,5,4,4,3,5,5,1,1,4,0,11.0,dissatisfied,Churn
59816,136662,Female,Loyal Customer,16,Personal Travel,Eco,2486,2,1,1,3,4,1,5,4,1,1,1,2,3,4,2,4.0,dissatisfied,Churn
38020,159160,Male,Loyal Customer,37,Business travel,Business,2273,4,4,4,4,3,3,4,4,4,4,4,3,4,4,7,8.0,dissatisfied,Churn
10338,148828,Female,disloyal Customer,10,Business travel,Eco,696,3,3,3,1,2,3,2,2,4,2,4,5,4,2,0,0.0,dissatisfied,Churn
90107,168460,Female,Loyal Customer,42,Personal Travel,Eco,358,4,4,4,4,1,4,3,3,3,4,3,2,3,3,14,17.0,dissatisfied,Churn
68375,137629,Male,Loyal Customer,33,Business travel,Eco Plus,332,2,4,4,4,2,2,2,2,2,3,3,1,3,2,0,0.0,dissatisfied,Churn
838,128228,Male,disloyal Customer,39,Business travel,Business,689,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0.0,dissatisfied,Churn
92284,102849,Female,Loyal Customer,47,Personal Travel,Eco,86,1,5,1,4,2,3,3,4,4,1,4,1,4,5,112,112.0,dissatisfied,Not Churn
94669,132227,Male,Loyal Customer,13,Personal Travel,Eco,1620,4,5,4,5,5,4,5,5,4,3,5,5,5,5,0,7.0,dissatisfied,Not Churn
65204,57135,Male,Loyal Customer,19,Personal Travel,Business,137,3,0,3,3,2,3,1,2,3,5,4,1,3,2,20,37.0,dissatisfied,Churn
97640,163006,Female,disloyal Customer,21,Business travel,Business,404,3,1,3,3,3,3,3,3,4,5,2,3,3,3,13,11.0,dissatisfied,Churn
82032,168591,Male,Loyal Customer,33,Personal Travel,Eco,337,2,2,2,3,5,2,1,5,4,1,3,3,3,5,0,0.0,dissatisfied,Churn
2336,63910,Male,Loyal Customer,63,Business travel,Eco Plus,395,2,2,2,2,2,2,2,2,1,2,4,4,4,2,0,2.0,dissatisfied,Churn
83058,148745,Female,Loyal Customer,59,Business travel,Eco,937,3,5,5,5,1,3,4,4,4,3,4,1,4,1,44,30.0,dissatisfied,Not Churn
58000,145154,Male,Loyal Customer,68,Business travel,Business,3314,4,2,2,2,3,2,1,4,4,3,4,1,4,3,0,0.0,dissatisfied,Not Churn
70638,85168,Female,Loyal Customer,63,Personal Travel,Eco,216,4,2,0,4,3,3,4,4,4,0,1,4,4,1,0,0.0,dissatisfied,Not Churn
93425,173480,Female,Loyal Customer,26,Business travel,Eco Plus,1670,2,5,5,5,2,2,4,2,3,4,2,3,3,2,0,0.0,dissatisfied,Not Churn
73192,69375,Male,Loyal Customer,65,Personal Travel,Eco,1092,2,5,2,1,5,2,5,5,5,3,2,3,5,5,0,0.0,dissatisfied,Churn
55172,71680,Female,disloyal Customer,20,Business travel,Eco,173,3,0,4,4,1,4,1,1,2,5,4,3,3,1,40,52.0,dissatisfied,Churn
87248,88336,Female,Loyal Customer,68,Personal Travel,Eco,280,4,5,4,4,5,5,5,4,4,4,5,3,4,4,0,0.0,dissatisfied,Churn
26585,159843,Male,Loyal Customer,51,Personal Travel,Eco,405,3,3,3,3,4,3,4,4,5,5,2,1,2,4,0,0.0,dissatisfied,Churn
55490,140363,Female,disloyal Customer,34,Business travel,Eco,270,2,4,2,3,2,2,2,2,2,5,3,2,3,2,0,0.0,dissatisfied,Churn
100003,96585,Female,Loyal Customer,13,Personal Travel,Business,589,1,5,1,4,3,1,3,3,3,1,1,1,3,3,23,19.0,dissatisfied,Churn
84928,73290,Female,disloyal Customer,23,Business travel,Eco,317,2,0,2,1,4,2,1,4,4,5,2,5,4,4,0,0.0,dissatisfied,Not Churn
55592,102218,Female,Loyal Customer,44,Business travel,Eco,421,2,2,2,2,2,2,2,2,2,2,2,2,2,2,110,139.0,dissatisfied,Churn
30765,175040,Male,disloyal Customer,36,Business travel,Business,468,4,4,4,4,2,4,2,2,5,2,5,5,4,2,0,0.0,dissatisfied,Churn
76461,172837,Male,Loyal Customer,26,Business travel,Eco Plus,90,2,5,5,5,2,2,4,2,4,2,4,1,3,2,15,11.0,dissatisfied,Churn
83410,52277,Female,Loyal Customer,66,Personal Travel,Eco,227,3,5,0,3,5,5,5,5,5,0,1,3,5,4,0,0.0,dissatisfied,Churn
103408,164778,Male,Loyal Customer,50,Business travel,Eco,671,3,5,5,5,3,3,3,3,4,4,3,1,3,3,91,84.0,dissatisfied,Churn
70686,164885,Male,Loyal Customer,49,Personal Travel,Eco,590,1,5,1,3,3,1,3,3,4,2,4,4,4,3,0,8.0,dissatisfied,Churn
23089,110404,Male,Loyal Customer,29,Personal Travel,Eco,413,3,2,3,2,5,3,5,5,1,4,3,4,3,5,38,31.0,dissatisfied,Churn
38808,79582,Male,disloyal Customer,21,Business travel,Eco,978,2,2,2,4,2,2,2,2,2,4,3,2,4,2,19,14.0,dissatisfied,Not Churn
1610,113600,Female,Loyal Customer,67,Business travel,Business,2288,1,3,5,5,5,2,2,1,1,1,1,3,1,1,92,78.0,dissatisfied,Churn
66428,162883,Male,disloyal Customer,26,Business travel,Business,1166,3,3,3,2,3,3,4,4,2,5,5,4,4,4,154,,dissatisfied,Churn
44064,158407,Female,disloyal Customer,22,Business travel,Eco,998,1,1,1,1,2,1,2,2,3,4,5,5,5,2,14,1.0,dissatisfied,Churn
4894,96988,Male,Loyal Customer,34,Personal Travel,Eco,315,3,3,3,3,1,3,1,1,4,4,2,2,2,1,0,0.0,dissatisfied,Churn
1095,56448,Female,disloyal Customer,20,Business travel,Eco,473,4,2,4,3,3,4,3,3,2,2,3,4,4,3,0,0.0,dissatisfied,Churn
24044,127572,Male,Loyal Customer,60,Personal Travel,Eco,2342,3,2,3,3,5,3,5,5,1,3,3,1,4,5,6,4.0,dissatisfied,Churn
74722,84466,Male,Loyal Customer,60,Business travel,Eco,102,3,2,2,2,3,3,3,3,3,4,4,4,4,3,0,0.0,dissatisfied,Churn
54034,127552,Female,disloyal Customer,24,Business travel,Eco,2342,1,1,1,3,4,1,5,4,3,4,4,4,3,4,2,0.0,dissatisfied,Not Churn
25133,113450,Female,disloyal Customer,36,Business travel,Business,602,3,3,3,2,3,3,5,3,5,3,5,4,4,3,0,0.0,dissatisfied,Churn
98239,111035,Female,Loyal Customer,25,Personal Travel,Eco,888,2,5,2,1,1,2,1,1,5,5,5,3,4,1,25,3.0,dissatisfied,Not Churn
39901,127193,Female,Loyal Customer,41,Personal Travel,Business,1814,3,5,3,4,5,5,4,4,4,3,4,5,4,3,0,0.0,dissatisfied,Not Churn
82158,145500,Female,disloyal Customer,20,Business travel,Eco,672,1,1,1,2,4,1,2,4,4,5,4,5,4,4,3,0.0,dissatisfied,Churn
59808,121392,Female,Loyal Customer,59,Personal Travel,Eco,733,1,5,1,3,3,3,5,2,2,1,2,4,2,3,0,9.0,dissatisfied,Churn
62844,81927,Female,disloyal Customer,27,Business travel,Eco,261,2,0,2,2,3,2,2,3,4,2,2,5,1,3,0,0.0,dissatisfied,Churn
6930,76743,Female,Loyal Customer,17,Personal Travel,Eco,526,3,4,3,2,2,3,2,2,4,4,4,4,5,2,0,0.0,dissatisfied,Churn
38291,175385,Female,Loyal Customer,11,Personal Travel,Eco,468,1,4,1,3,2,1,2,2,5,5,5,4,4,2,9,2.0,dissatisfied,Churn
49244,173936,Female,disloyal Customer,23,Business travel,Eco,366,1,0,1,3,4,1,4,4,2,4,4,3,4,4,0,0.0,dissatisfied,Churn
54823,119894,Male,Loyal Customer,29,Business travel,Eco,1235,2,2,2,2,2,2,2,2,2,4,4,4,3,2,8,0.0,dissatisfied,Churn
47127,139090,Female,Loyal Customer,17,Business travel,Business,2822,3,2,2,2,3,3,3,3,1,4,3,2,3,3,16,8.0,dissatisfied,Churn
64700,82150,Female,Loyal Customer,48,Business travel,Business,253,1,5,5,5,2,3,3,1,1,1,1,1,1,2,37,30.0,dissatisfied,Churn
75909,68156,Male,Loyal Customer,44,Business travel,Eco,833,4,2,2,2,4,4,4,4,4,3,3,4,2,4,246,247.0,dissatisfied,Churn
88298,99806,Male,Loyal Customer,40,Personal Travel,Eco,715,4,5,4,3,3,4,3,3,2,5,5,5,2,3,0,6.0,dissatisfied,Churn
40557,61941,Female,Loyal Customer,27,Personal Travel,Eco,476,1,3,1,3,5,1,5,5,3,3,3,1,3,5,104,126.0,dissatisfied,Churn
62965,127077,Male,Loyal Customer,28,Personal Travel,Eco,2475,3,3,4,4,2,4,2,2,2,1,4,4,3,2,59,25.0,dissatisfied,Churn
62701,95432,Female,Loyal Customer,49,Business travel,Business,2909,3,5,4,5,2,2,3,3,3,3,3,4,3,3,0,2.0,dissatisfied,Churn
99962,123002,Female,disloyal Customer,26,Business travel,Business,1721,4,4,4,3,2,4,2,2,4,2,4,5,5,2,21,44.0,dissatisfied,Churn
24836,86638,Female,Loyal Customer,30,Personal Travel,Business,636,1,4,1,3,3,1,3,3,3,4,5,4,4,3,7,6.0,dissatisfied,Churn
101811,122185,Female,Loyal Customer,45,Business travel,Business,3448,4,5,5,5,1,3,4,4,4,4,4,3,4,1,0,0.0,dissatisfied,Churn
9132,97733,Male,disloyal Customer,61,Business travel,Eco,260,1,1,1,2,3,1,3,3,3,2,2,3,3,3,0,7.0,dissatisfied,Churn
77088,125097,Male,disloyal Customer,47,Business travel,Eco,696,4,4,4,3,5,4,5,5,4,1,1,2,4,5,0,3.0,dissatisfied,Not Churn
102412,53606,Male,Loyal Customer,39,Business travel,Eco,337,1,4,4,4,1,1,1,1,2,1,3,1,4,1,9,1.0,dissatisfied,Churn
42182,89563,Male,Loyal Customer,25,Business travel,Business,2438,3,1,1,1,3,3,3,3,4,5,4,2,4,3,0,15.0,dissatisfied,Churn
62829,55310,Male,Loyal Customer,68,Personal Travel,Eco,585,2,5,3,2,5,3,5,5,3,4,4,3,5,5,10,18.0,dissatisfied,Churn
51500,93541,Male,Loyal Customer,23,Personal Travel,Eco,809,3,2,3,3,3,4,4,2,2,3,3,4,4,4,152,164.0,dissatisfied,Churn
78972,61284,Female,Loyal Customer,33,Business travel,Business,416,1,0,0,3,3,3,3,4,4,0,4,3,4,3,0,0.0,dissatisfied,Not Churn
30045,131218,Female,Loyal Customer,51,Personal Travel,Eco,226,3,5,3,1,3,1,1,5,5,5,5,1,4,1,165,167.0,dissatisfied,Churn
50816,83008,Female,Loyal Customer,49,Personal Travel,Business,826,3,4,3,5,5,5,4,1,1,3,1,4,1,4,24,19.0,dissatisfied,Not Churn
45887,103263,Male,Loyal Customer,30,Personal Travel,Eco,308,3,4,3,1,5,3,5,5,5,2,4,3,5,5,0,0.0,dissatisfied,Churn
42820,171451,Male,Loyal Customer,46,Personal Travel,Eco,214,3,2,0,4,4,0,3,4,4,2,3,3,3,4,0,0.0,dissatisfied,Churn
62576,99259,Female,disloyal Customer,34,Business travel,Eco,679,1,1,1,2,4,1,4,4,5,5,2,4,5,4,6,0.0,dissatisfied,Churn
47009,96488,Female,disloyal Customer,24,Business travel,Eco,229,2,1,2,2,5,2,1,5,4,1,2,1,2,5,0,6.0,dissatisfied,Churn
657,59127,Male,Loyal Customer,39,Personal Travel,Eco,299,2,4,2,4,4,2,4,4,2,5,3,1,3,4,0,0.0,dissatisfied,Churn
55960,152009,Male,Loyal Customer,31,Personal Travel,Eco,738,3,4,3,4,1,3,2,1,3,4,4,3,4,1,0,0.0,dissatisfied,Churn
65191,60697,Male,Loyal Customer,19,Personal Travel,Eco,109,3,5,3,4,1,3,1,1,4,2,2,2,1,1,51,51.0,dissatisfied,Churn
3425,60405,Male,Loyal Customer,56,Personal Travel,Eco,125,4,4,4,4,2,4,2,2,5,5,2,4,4,2,0,0.0,dissatisfied,Churn
70585,65486,Male,Loyal Customer,54,Personal Travel,Eco,748,1,3,1,2,2,1,2,2,4,3,3,5,5,2,0,0.0,dissatisfied,Not Churn
80819,82588,Female,disloyal Customer,26,Business travel,Eco,1201,4,4,4,2,1,4,1,1,1,3,3,5,4,1,5,12.0,dissatisfied,Churn
55787,105294,Male,Loyal Customer,24,Business travel,Business,1532,4,3,3,3,4,4,4,4,4,5,4,1,3,4,2,3.0,dissatisfied,Churn
35001,147284,Female,Loyal Customer,13,Personal Travel,Eco,323,3,5,3,4,3,3,3,3,3,1,5,2,2,3,14,19.0,dissatisfied,Churn
