,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
14168,107887,Male,Loyal Customer,49,Business travel,Business,1010,3,3,3,3,5,4,4,5,5,5,5,4,5,5,0,34.0,satisfied,Not Converted
49713,167423,Male,Loyal Customer,47,Business travel,Business,1069,5,2,5,5,4,4,5,5,5,5,5,3,5,5,34,24.0,satisfied,Converted
12997,185605,Male,Loyal Customer,33,Business travel,Business,2123,2,2,2,2,4,4,4,4,4,2,5,3,5,4,21,11.0,satisfied,Not Converted
69222,169905,Female,Loyal Customer,56,Business travel,Business,668,4,4,4,4,3,4,4,5,5,5,5,5,5,3,47,51.0,satisfied,Converted
61673,140416,Female,Loyal Customer,46,Business travel,Business,1521,5,5,5,5,3,5,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
78233,92654,Female,disloyal Customer,20,Business travel,Eco,192,5,4,5,1,4,5,1,4,3,5,2,3,5,4,0,0.0,satisfied,Converted
21659,83380,Female,Loyal Customer,40,Business travel,Business,643,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,18.0,satisfied,Not Converted
79454,88812,Female,Loyal Customer,57,Business travel,Eco,351,4,5,5,5,2,5,4,4,4,4,4,2,4,4,0,0.0,satisfied,Converted
24141,171622,Female,Loyal Customer,69,Business travel,Eco,362,4,3,3,3,1,3,3,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
95246,169715,Male,Loyal Customer,51,Business travel,Business,1565,2,2,2,2,2,5,4,2,2,2,2,3,2,4,0,0.0,satisfied,Converted
18692,114689,Male,Loyal Customer,44,Business travel,Business,3660,3,3,4,3,4,2,3,5,5,5,5,1,5,5,0,0.0,satisfied,Converted
68048,161214,Female,Loyal Customer,56,Business travel,Business,3768,3,3,3,3,5,4,5,4,4,4,4,5,4,3,30,65.0,satisfied,Converted
77945,104273,Female,Loyal Customer,30,Personal Travel,Eco,216,4,2,4,4,4,4,4,4,1,3,4,1,4,4,0,0.0,satisfied,Converted
82421,132651,Male,Loyal Customer,36,Business travel,Business,1835,5,5,1,5,2,2,3,4,4,4,4,4,4,2,11,0.0,satisfied,Converted
62635,140708,Female,Loyal Customer,33,Business travel,Business,1096,5,5,5,5,5,4,4,4,4,3,4,4,4,5,28,54.0,satisfied,Not Converted
26453,79001,Male,Loyal Customer,54,Business travel,Business,1900,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,Not Converted
64412,159232,Female,Loyal Customer,44,Business travel,Eco,214,4,3,3,3,4,5,1,4,4,4,4,5,4,3,6,0.0,satisfied,Converted
9327,83996,Female,Loyal Customer,51,Business travel,Eco,542,5,3,2,2,3,4,5,5,5,5,5,1,5,5,0,3.0,satisfied,Converted
14628,136741,Female,Loyal Customer,28,Business travel,Business,2627,5,5,5,5,2,2,2,2,4,5,4,5,5,2,6,10.0,satisfied,Converted
6312,200813,Female,disloyal Customer,38,Business travel,Business,414,5,5,5,4,2,5,2,2,3,5,5,3,4,2,0,0.0,satisfied,Converted
81457,193178,Male,Loyal Customer,35,Business travel,Business,1855,1,1,2,1,3,4,4,4,4,4,4,4,4,4,0,2.0,satisfied,Converted
14290,146967,Male,Loyal Customer,46,Business travel,Business,3425,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,6.0,satisfied,Converted
94471,152356,Male,Loyal Customer,46,Business travel,Business,2419,5,5,5,5,4,5,4,4,4,4,4,3,4,5,3,1.0,satisfied,Converted
42787,154380,Male,Loyal Customer,39,Business travel,Business,1633,5,5,1,5,3,5,5,4,4,4,4,5,4,5,112,90.0,satisfied,Converted
15786,102677,Male,Loyal Customer,52,Business travel,Business,533,5,5,5,5,3,5,2,4,4,4,4,2,4,4,37,33.0,satisfied,Converted
78414,137151,Male,Loyal Customer,36,Business travel,Business,2222,4,4,4,4,1,4,4,2,2,2,2,4,2,1,0,0.0,satisfied,Converted
73850,73081,Female,Loyal Customer,54,Business travel,Business,3195,2,1,2,2,2,4,5,2,2,2,2,4,2,4,29,22.0,satisfied,Converted
70745,112592,Male,Loyal Customer,35,Business travel,Eco,429,5,1,1,1,5,5,5,5,3,4,3,2,4,5,0,3.0,satisfied,Not Converted
100069,173727,Female,Loyal Customer,59,Business travel,Business,2463,1,1,4,1,2,5,4,5,5,5,5,3,5,4,59,46.0,satisfied,Not Converted
64905,164350,Female,Loyal Customer,27,Personal Travel,Eco,151,5,5,0,3,5,0,1,5,5,3,4,3,5,5,0,0.0,satisfied,Converted
91447,144991,Female,Loyal Customer,52,Business travel,Business,3714,0,4,0,3,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
61593,127093,Male,Loyal Customer,38,Business travel,Business,1025,5,5,5,5,3,5,4,3,3,4,3,4,3,4,4,17.0,satisfied,Not Converted
79217,170749,Female,Loyal Customer,42,Business travel,Business,1771,4,4,4,4,4,4,5,3,3,3,3,3,3,5,0,16.0,satisfied,Not Converted
41344,172660,Male,Loyal Customer,27,Personal Travel,Eco Plus,1587,5,5,5,3,1,5,1,1,4,5,4,5,5,1,0,0.0,satisfied,Converted
97982,101929,Female,Loyal Customer,35,Business travel,Eco,464,4,1,1,1,4,4,4,4,1,4,4,4,1,4,202,213.0,satisfied,Converted
21907,86522,Female,Loyal Customer,30,Business travel,Eco,912,4,5,5,5,4,4,4,4,4,5,1,1,3,4,0,10.0,satisfied,Converted
67731,157414,Male,Loyal Customer,37,Business travel,Business,1800,5,5,2,5,2,5,4,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
42013,77550,Male,Loyal Customer,43,Business travel,Business,3403,4,4,4,4,5,5,4,5,5,5,5,4,5,4,42,41.0,satisfied,Not Converted
83061,163577,Male,Loyal Customer,44,Business travel,Business,2079,5,5,5,5,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
65576,175776,Male,Loyal Customer,34,Business travel,Business,228,4,4,4,4,2,5,4,5,5,5,5,4,5,3,52,65.0,satisfied,Not Converted
73065,182254,Female,Loyal Customer,40,Business travel,Business,2807,4,4,4,4,3,4,5,4,4,4,4,4,4,5,28,50.0,satisfied,Not Converted
57683,151930,Female,Loyal Customer,49,Business travel,Business,1749,5,5,5,5,3,5,4,4,4,4,4,3,4,3,49,57.0,satisfied,Converted
6195,131824,Male,Loyal Customer,48,Business travel,Business,391,5,5,5,5,5,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,Not Converted
7106,77914,Female,Loyal Customer,32,Business travel,Business,3964,1,1,1,1,4,3,4,4,3,3,4,4,4,4,27,32.0,satisfied,Not Converted
49153,170585,Male,Loyal Customer,47,Business travel,Business,351,4,3,4,4,5,4,4,4,4,4,4,3,4,3,14,14.0,satisfied,Converted
52127,172385,Male,Loyal Customer,47,Business travel,Business,1524,3,3,3,3,2,5,5,3,3,3,3,4,3,5,6,0.0,satisfied,Converted
9588,135969,Male,Loyal Customer,44,Business travel,Business,2337,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied,Converted
100203,99043,Male,Loyal Customer,22,Business travel,Eco Plus,954,0,3,0,4,3,0,3,3,5,4,3,2,1,3,5,8.0,satisfied,Converted
33999,180301,Male,Loyal Customer,44,Business travel,Business,3597,4,4,4,4,3,5,5,4,4,4,4,4,4,4,0,11.0,satisfied,Converted
79474,112927,Male,Loyal Customer,49,Business travel,Eco,1482,5,3,5,3,5,5,5,5,5,5,1,4,1,5,0,0.0,satisfied,Converted
21568,176568,Female,disloyal Customer,27,Business travel,Eco,289,0,5,0,2,3,0,3,3,3,1,2,4,1,3,9,2.0,satisfied,Converted
210,157287,Female,Loyal Customer,19,Business travel,Business,2172,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
3667,140928,Female,Loyal Customer,50,Business travel,Business,2475,5,5,5,5,4,4,4,5,3,4,5,4,4,4,0,35.0,satisfied,Converted
81374,107942,Male,disloyal Customer,25,Business travel,Business,1121,4,0,5,2,3,5,3,3,4,3,3,1,5,3,13,0.0,satisfied,Converted
101411,88822,Female,Loyal Customer,47,Business travel,Business,351,5,5,5,5,4,1,4,5,5,5,5,4,5,2,0,0.0,satisfied,Not Converted
47939,112627,Female,Loyal Customer,39,Business travel,Eco Plus,1091,4,2,2,2,4,4,4,4,3,1,4,1,3,4,0,20.0,satisfied,Not Converted
20482,120579,Female,Loyal Customer,24,Business travel,Eco,447,5,5,5,5,5,5,3,5,2,1,3,5,3,5,43,44.0,satisfied,Converted
26708,104235,Male,Loyal Customer,37,Business travel,Eco,102,5,1,1,1,5,5,5,5,3,3,1,1,2,5,0,0.0,satisfied,Converted
50345,174325,Female,Loyal Customer,39,Business travel,Business,436,2,2,3,2,2,5,5,4,4,5,4,4,4,4,0,5.0,satisfied,Converted
80017,198075,Female,Loyal Customer,60,Business travel,Business,2014,1,5,1,1,5,4,5,3,3,3,3,5,3,3,0,0.0,satisfied,Converted
295,198325,Female,Loyal Customer,36,Business travel,Business,3130,2,2,2,2,5,5,5,5,5,5,5,5,5,3,62,65.0,satisfied,Converted
27281,177433,Female,Loyal Customer,56,Business travel,Business,682,3,3,3,3,2,4,5,4,4,4,4,3,4,3,48,57.0,satisfied,Converted
26594,77016,Male,Loyal Customer,33,Business travel,Business,3781,5,5,2,5,4,4,4,4,3,4,5,3,4,4,12,0.0,satisfied,Converted
20209,90559,Female,Loyal Customer,23,Business travel,Business,3287,0,0,0,5,4,1,1,4,5,3,5,2,5,4,6,0.0,satisfied,Converted
28960,141023,Female,Loyal Customer,43,Business travel,Business,2446,5,5,5,5,4,4,4,4,4,3,5,4,5,4,0,0.0,satisfied,Converted
38098,125513,Male,Loyal Customer,50,Business travel,Eco Plus,1416,4,1,1,1,4,4,4,4,1,1,2,4,1,4,0,0.0,satisfied,Converted
79432,180188,Female,Loyal Customer,53,Business travel,Business,406,2,2,2,2,3,5,4,4,4,4,4,3,4,4,1,0.0,satisfied,Converted
8951,176916,Female,Loyal Customer,41,Business travel,Business,2047,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,Not Converted
51314,123233,Male,Loyal Customer,50,Business travel,Eco Plus,493,4,4,4,4,4,4,4,4,5,2,4,4,1,4,0,0.0,satisfied,Converted
67240,195891,Male,Loyal Customer,47,Business travel,Business,2440,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
40924,94715,Female,Loyal Customer,33,Business travel,Eco,809,5,1,1,1,5,5,5,5,1,3,4,1,5,5,3,13.0,satisfied,Converted
41236,161916,Male,disloyal Customer,23,Business travel,Eco,515,5,2,5,2,2,2,2,2,5,2,4,4,5,2,0,0.0,satisfied,Converted
100131,83954,Female,Loyal Customer,33,Business travel,Eco,788,4,5,4,5,4,4,4,4,4,1,4,5,4,4,8,0.0,satisfied,Converted
97455,82358,Female,Loyal Customer,54,Business travel,Business,3801,5,5,5,5,3,4,4,5,5,5,4,5,5,4,0,0.0,satisfied,Not Converted
6143,137837,Male,Loyal Customer,28,Business travel,Business,1562,4,4,2,4,5,5,5,5,5,3,5,3,4,5,0,20.0,satisfied,Converted
58401,80538,Female,Loyal Customer,41,Business travel,Business,765,5,5,5,5,3,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,Not Converted
19184,155578,Female,Loyal Customer,54,Business travel,Business,2790,3,2,3,3,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
64086,176380,Female,Loyal Customer,50,Business travel,Business,3332,3,3,3,3,3,4,5,4,4,4,4,3,4,4,39,34.0,satisfied,Converted
13521,173565,Female,Loyal Customer,38,Business travel,Business,397,5,5,2,5,5,4,4,4,4,5,4,4,4,4,0,0.0,satisfied,Not Converted
55800,76654,Female,Loyal Customer,45,Business travel,Business,2364,2,2,2,2,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
91619,161267,Female,Loyal Customer,29,Business travel,Business,1487,1,1,1,1,5,5,5,5,3,4,5,4,4,5,0,0.0,satisfied,Converted
94194,200038,Male,Loyal Customer,35,Personal Travel,Eco,954,4,4,5,3,1,5,1,1,2,3,2,2,5,1,0,0.0,satisfied,Converted
39155,108766,Female,disloyal Customer,22,Business travel,Eco,1118,5,5,5,1,3,5,3,3,2,2,5,3,4,3,17,26.0,satisfied,Converted
45659,143360,Male,Loyal Customer,24,Business travel,Business,1440,4,4,4,4,5,5,5,5,3,4,5,3,5,5,17,23.0,satisfied,Converted
14862,183248,Male,Loyal Customer,50,Business travel,Business,3768,5,5,5,5,2,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
92637,115935,Male,Loyal Customer,47,Business travel,Eco,157,2,3,3,3,2,2,2,2,5,4,1,1,2,2,1,0.0,satisfied,Converted
37212,86521,Male,Loyal Customer,40,Business travel,Business,3850,1,1,1,1,4,1,2,4,4,4,4,3,4,2,5,5.0,satisfied,Converted
23595,125257,Female,Loyal Customer,27,Business travel,Business,3018,1,1,1,1,5,5,3,5,5,1,2,3,4,5,0,0.0,satisfied,Converted
47073,147129,Male,Loyal Customer,41,Business travel,Business,2488,1,1,1,1,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
27078,149362,Female,Loyal Customer,42,Business travel,Business,332,3,3,5,3,2,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
54212,97479,Female,Loyal Customer,53,Business travel,Eco,591,2,2,2,2,3,3,5,2,2,2,2,4,2,3,14,33.0,satisfied,Converted
96255,139913,Female,Loyal Customer,12,Personal Travel,Eco,1303,4,3,4,1,4,4,4,4,2,2,4,3,3,4,0,0.0,satisfied,Not Converted
102241,131724,Female,Loyal Customer,29,Business travel,Business,1024,1,1,2,1,5,5,5,5,4,4,5,4,5,5,1,0.0,satisfied,Converted
69049,164410,Male,Loyal Customer,37,Business travel,Business,1524,5,5,5,5,3,4,4,4,4,4,4,5,4,3,23,11.0,satisfied,Converted
68423,114295,Female,Loyal Customer,35,Business travel,Business,200,2,2,2,2,3,1,3,4,4,4,5,5,4,3,1,0.0,satisfied,Converted
57715,186482,Female,Loyal Customer,37,Business travel,Business,3828,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
49924,130460,Female,Loyal Customer,36,Business travel,Business,1723,2,2,1,2,4,4,5,4,4,5,4,3,4,3,113,88.0,satisfied,Not Converted
93972,128444,Female,Loyal Customer,21,Business travel,Eco Plus,2454,5,3,3,3,5,5,5,5,1,4,5,1,4,5,0,0.0,satisfied,Converted
85820,189870,Male,Loyal Customer,40,Business travel,Business,338,1,1,1,1,3,4,4,5,5,5,5,5,5,3,17,0.0,satisfied,Converted
93350,184171,Male,Loyal Customer,46,Business travel,Business,2302,2,2,2,2,4,4,4,4,3,4,5,4,3,4,221,212.0,satisfied,Converted
58620,139600,Female,Loyal Customer,66,Business travel,Eco Plus,197,5,5,5,5,2,2,4,5,5,5,5,3,5,1,9,5.0,satisfied,Converted
17819,186167,Male,Loyal Customer,52,Business travel,Business,3169,2,2,2,2,2,4,5,5,5,5,5,4,5,3,23,24.0,satisfied,Converted
95572,106137,Male,Loyal Customer,33,Business travel,Eco,301,4,4,4,4,5,5,5,5,4,1,5,3,5,5,3,0.0,satisfied,Converted
76348,113304,Female,Loyal Customer,58,Business travel,Business,2816,0,3,1,4,3,1,3,5,5,1,1,1,5,2,0,4.0,satisfied,Converted
2066,186228,Female,Loyal Customer,56,Business travel,Business,447,5,5,5,5,2,4,5,4,4,4,4,4,4,3,4,0.0,satisfied,Converted
94307,99521,Male,disloyal Customer,18,Business travel,Eco,859,5,5,5,5,2,5,2,2,4,4,3,3,3,2,0,0.0,satisfied,Converted
57553,126366,Female,Loyal Customer,50,Business travel,Business,1635,1,1,1,1,4,5,5,3,3,2,3,5,3,5,12,7.0,satisfied,Not Converted
97426,130976,Male,Loyal Customer,52,Business travel,Business,1690,3,3,3,3,3,5,4,5,5,5,5,3,5,3,8,7.0,satisfied,Converted
30772,200411,Female,Loyal Customer,44,Business travel,Business,2704,4,4,4,4,5,5,5,4,4,4,5,5,4,5,0,0.0,satisfied,Not Converted
59101,105554,Female,Loyal Customer,18,Business travel,Business,1971,1,1,1,1,4,4,4,4,1,5,2,3,4,4,0,2.0,satisfied,Converted
82426,87825,Male,Loyal Customer,41,Business travel,Business,2913,5,5,5,5,4,1,4,5,5,5,5,1,5,4,0,7.0,satisfied,Converted
77104,196091,Male,Loyal Customer,67,Business travel,Business,399,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,Not Converted
74893,197148,Female,Loyal Customer,41,Business travel,Business,951,4,4,4,4,4,4,4,2,2,2,2,4,2,5,1,18.0,satisfied,Converted
54217,99656,Female,Loyal Customer,23,Business travel,Business,1542,3,3,3,3,4,4,4,4,4,5,4,3,4,4,0,4.0,satisfied,Converted
55262,179003,Female,Loyal Customer,40,Business travel,Business,1596,1,1,1,1,5,4,5,4,4,4,4,5,4,5,2,0.0,satisfied,Converted
32082,102494,Female,Loyal Customer,45,Business travel,Business,1014,2,2,2,2,5,2,2,5,5,5,5,1,5,1,16,25.0,satisfied,Converted
50541,143459,Male,Loyal Customer,43,Business travel,Business,2615,2,2,2,2,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
44876,186094,Female,disloyal Customer,26,Business travel,Business,480,0,1,1,4,3,1,2,3,4,4,5,4,5,3,0,0.0,satisfied,Converted
96175,188268,Female,Loyal Customer,36,Business travel,Business,1789,4,4,4,4,3,4,4,5,5,5,5,5,5,3,23,25.0,satisfied,Converted
90226,188376,Female,Loyal Customer,40,Business travel,Business,370,4,4,4,4,2,5,4,5,5,4,5,3,5,4,1,0.0,satisfied,Not Converted
82238,175266,Male,Loyal Customer,15,Personal Travel,Eco,882,4,2,4,3,5,4,5,5,3,1,4,1,3,5,10,9.0,satisfied,Converted
66371,104305,Female,Loyal Customer,15,Personal Travel,Eco,163,5,3,5,3,4,5,4,4,2,5,3,4,4,4,3,4.0,satisfied,Not Converted
54310,84253,Female,Loyal Customer,51,Personal Travel,Eco,528,5,5,4,2,5,5,5,2,2,4,2,5,2,3,19,3.0,satisfied,Converted
82704,173033,Male,Loyal Customer,20,Personal Travel,Eco,1139,4,1,4,3,5,4,5,5,3,5,2,1,4,5,0,0.0,satisfied,Converted
74470,161766,Female,Loyal Customer,42,Business travel,Business,270,2,2,2,2,3,5,4,4,4,4,4,3,4,5,0,1.0,satisfied,Converted
16430,159469,Female,Loyal Customer,22,Business travel,Business,2835,4,4,5,4,5,5,5,5,5,2,4,5,4,5,0,0.0,satisfied,Converted
90287,195377,Male,disloyal Customer,62,Business travel,Business,184,4,4,4,3,4,5,5,4,5,4,4,5,5,5,125,134.0,satisfied,Converted
61550,140509,Female,disloyal Customer,27,Business travel,Business,1389,5,5,5,4,2,5,2,2,4,2,5,5,5,2,75,103.0,satisfied,Converted
19533,111117,Male,Loyal Customer,51,Business travel,Eco,320,4,2,2,2,4,4,4,4,4,3,5,5,1,4,0,6.0,satisfied,Converted
50218,141265,Female,Loyal Customer,40,Personal Travel,Eco,1055,5,5,5,3,1,5,1,1,4,4,4,4,4,1,0,0.0,satisfied,Converted
46418,95283,Female,Loyal Customer,57,Business travel,Business,589,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
25283,155195,Male,Loyal Customer,55,Business travel,Business,425,1,1,1,1,3,4,5,4,4,4,4,5,4,5,6,9.0,satisfied,Converted
98406,74720,Female,Loyal Customer,51,Business travel,Business,240,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,0.0,satisfied,Converted
99939,115566,Male,Loyal Customer,53,Business travel,Eco,229,4,5,5,5,4,4,4,4,4,3,5,4,1,4,0,0.0,satisfied,Converted
41647,92969,Female,Loyal Customer,36,Business travel,Eco Plus,331,3,5,5,5,3,3,3,3,3,3,3,5,1,3,0,0.0,satisfied,Not Converted
80395,165751,Male,disloyal Customer,20,Business travel,Business,277,5,0,5,1,1,5,1,1,3,5,5,3,5,1,7,1.0,satisfied,Converted
45274,80218,Female,Loyal Customer,40,Business travel,Business,3492,2,2,2,2,5,4,4,3,3,4,3,4,3,3,0,0.0,satisfied,Converted
73817,195387,Male,Loyal Customer,47,Business travel,Business,3253,2,4,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Not Converted
27592,187994,Female,Loyal Customer,41,Business travel,Business,3307,4,4,4,4,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
65156,113134,Female,Loyal Customer,45,Business travel,Eco,695,4,3,3,3,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
75861,152670,Female,Loyal Customer,58,Business travel,Business,2299,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
2767,168715,Female,Loyal Customer,52,Business travel,Business,1843,2,2,2,2,4,4,5,5,5,5,5,4,5,5,23,15.0,satisfied,Converted
87936,83221,Female,Loyal Customer,55,Business travel,Business,3890,4,4,4,4,5,4,5,3,3,3,3,5,3,5,17,33.0,satisfied,Not Converted
72029,71948,Male,Loyal Customer,57,Business travel,Business,2298,5,5,5,5,5,4,5,5,5,5,5,3,5,5,9,10.0,satisfied,Converted
43475,157095,Female,Loyal Customer,51,Business travel,Business,1547,2,2,2,2,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
10939,149580,Female,Loyal Customer,49,Business travel,Business,259,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,Not Converted
30311,174567,Female,Loyal Customer,27,Business travel,Business,2420,1,1,1,1,5,5,5,5,4,3,4,4,5,5,5,0.0,satisfied,Converted
69405,126054,Female,Loyal Customer,38,Business travel,Business,3607,1,1,1,1,3,2,4,4,4,4,4,2,4,3,0,0.0,satisfied,Converted
21112,158083,Male,Loyal Customer,42,Business travel,Business,3035,3,3,3,3,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
19394,101836,Male,Loyal Customer,26,Business travel,Eco Plus,872,5,2,2,2,5,5,5,5,1,5,2,1,1,5,0,2.0,satisfied,Converted
23825,176514,Male,Loyal Customer,54,Business travel,Business,1866,0,0,0,3,3,4,5,4,4,1,1,5,4,3,6,0.0,satisfied,Converted
69608,158846,Male,Loyal Customer,40,Business travel,Business,3712,5,5,5,5,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Not Converted
31597,109814,Female,Loyal Customer,26,Business travel,Eco Plus,1754,5,5,2,2,5,5,4,5,4,5,5,3,4,5,0,0.0,satisfied,Not Converted
20569,90467,Male,Loyal Customer,56,Business travel,Business,1852,2,2,2,2,5,1,4,4,4,5,4,4,4,1,66,56.0,satisfied,Converted
78939,141333,Female,Loyal Customer,57,Business travel,Business,1514,2,2,2,2,4,5,5,5,5,4,5,3,5,3,22,21.0,satisfied,Converted
98452,138122,Female,Loyal Customer,8,Personal Travel,Eco,978,0,4,0,2,4,0,1,4,4,2,4,3,5,4,12,0.0,satisfied,Converted
72058,137238,Female,Loyal Customer,15,Business travel,Business,1389,4,4,3,4,5,5,5,5,4,3,4,5,4,5,0,0.0,satisfied,Not Converted
14845,82233,Male,Loyal Customer,43,Business travel,Business,2907,0,0,0,3,2,5,4,1,1,1,1,3,1,3,0,0.0,satisfied,Not Converted
24476,181536,Female,Loyal Customer,59,Business travel,Business,3225,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,1.0,satisfied,Converted
42140,90860,Male,Loyal Customer,35,Business travel,Business,3206,4,4,4,4,1,5,5,4,4,4,4,2,4,3,0,0.0,satisfied,Converted
48007,89519,Female,Loyal Customer,33,Business travel,Business,2884,4,5,4,4,3,3,4,4,4,4,4,3,4,3,0,4.0,satisfied,Converted
34810,172872,Male,Loyal Customer,43,Business travel,Business,2973,5,5,5,5,4,4,5,5,5,5,5,5,5,5,0,1.0,satisfied,Converted
13269,131020,Female,Loyal Customer,50,Business travel,Business,3019,1,3,1,1,2,5,5,4,4,4,4,5,4,5,0,3.0,satisfied,Converted
64245,158370,Male,Loyal Customer,38,Business travel,Business,3867,5,5,1,5,4,5,5,4,4,4,4,4,4,3,0,13.0,satisfied,Not Converted
68010,175031,Male,Loyal Customer,43,Business travel,Business,251,5,5,5,5,2,4,4,4,4,4,4,5,4,3,67,65.0,satisfied,Converted
73901,138077,Male,Loyal Customer,53,Business travel,Business,1908,4,4,4,4,5,4,5,4,4,4,4,3,4,5,4,32.0,satisfied,Converted
93302,152521,Female,disloyal Customer,25,Business travel,Business,991,4,2,4,1,2,4,2,2,5,5,5,4,5,2,0,0.0,satisfied,Converted
25438,161524,Male,Loyal Customer,55,Business travel,Business,2771,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
78367,103448,Female,Loyal Customer,42,Business travel,Business,201,3,3,3,3,1,3,1,5,5,5,3,4,5,3,0,0.0,satisfied,Converted
46597,87177,Female,disloyal Customer,48,Business travel,Eco,198,5,3,5,5,5,5,5,5,4,5,5,1,4,5,0,0.0,satisfied,Converted
13271,73303,Male,Loyal Customer,55,Business travel,Business,2366,1,1,1,1,2,5,5,4,4,4,4,4,4,5,18,26.0,satisfied,Converted
22221,142842,Male,disloyal Customer,45,Business travel,Business,867,4,4,4,2,4,4,4,4,4,3,4,3,5,4,7,0.0,satisfied,Not Converted
12334,174707,Female,disloyal Customer,39,Business travel,Business,1139,4,4,4,5,2,4,3,2,3,4,5,5,5,2,0,11.0,satisfied,Converted
51707,109791,Male,Loyal Customer,24,Business travel,Eco Plus,1180,4,3,3,3,4,5,5,4,4,5,5,1,5,4,0,0.0,satisfied,Not Converted
101446,92653,Male,Loyal Customer,46,Business travel,Eco Plus,192,4,2,4,2,3,4,3,3,2,5,3,4,2,3,0,2.0,satisfied,Converted
69520,148853,Male,Loyal Customer,60,Business travel,Business,3652,3,3,3,3,3,4,4,2,2,2,2,3,2,3,0,0.0,satisfied,Converted
17291,108513,Female,Loyal Customer,39,Business travel,Eco,1179,5,4,4,4,5,5,5,5,3,2,2,1,1,5,5,13.0,satisfied,Not Converted
2722,78386,Female,Loyal Customer,54,Business travel,Business,147,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
72714,192090,Female,Loyal Customer,22,Business travel,Eco,280,0,4,0,1,5,0,5,5,4,2,3,4,4,5,63,116.0,satisfied,Converted
5541,140638,Female,Loyal Customer,46,Business travel,Business,3601,2,2,2,2,3,5,5,2,2,2,2,3,2,4,94,69.0,satisfied,Not Converted
13797,145802,Female,Loyal Customer,29,Business travel,Business,3823,3,3,3,3,5,4,5,5,3,5,5,4,4,5,12,11.0,satisfied,Converted
652,200185,Male,Loyal Customer,53,Business travel,Business,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0.0,satisfied,Converted
97726,172122,Male,Loyal Customer,48,Business travel,Business,328,0,0,0,4,2,5,5,4,4,4,4,3,4,3,1,5.0,satisfied,Converted
77371,94363,Female,Loyal Customer,56,Business travel,Eco,817,4,4,3,3,2,4,1,4,4,4,4,5,4,5,43,41.0,satisfied,Converted
60340,77950,Male,Loyal Customer,59,Business travel,Business,218,4,4,4,4,5,5,5,4,4,4,5,4,4,3,0,0.0,satisfied,Converted
73528,130978,Male,Loyal Customer,47,Business travel,Business,3196,2,2,5,2,2,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
6079,72185,Female,Loyal Customer,50,Business travel,Business,3623,0,0,0,5,4,5,4,3,3,3,3,5,3,4,0,0.0,satisfied,Converted
