,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
39831,91632,Female,Loyal Customer,54,Business travel,Eco,787,4,4,4,4,4,3,5,4,4,4,4,2,4,2,7,0.0,satisfied,Converted
48194,45729,Male,Loyal Customer,51,Business travel,Business,2908,2,2,2,2,2,5,4,4,4,4,4,5,4,5,3,0.0,satisfied,Converted
91186,91729,Male,Loyal Customer,58,Business travel,Eco Plus,854,5,2,2,2,5,5,5,5,2,3,2,1,3,5,1,0.0,satisfied,Converted
7244,54450,Female,Loyal Customer,47,Business travel,Business,3709,3,3,3,3,4,5,2,5,5,5,5,4,5,2,0,0.0,satisfied,Converted
62238,88525,Male,Loyal Customer,35,Business travel,Eco,261,5,2,2,2,5,5,5,5,2,4,2,5,1,5,0,0.0,satisfied,Converted
22455,92564,Male,Loyal Customer,64,Business travel,Business,404,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,2.0,satisfied,Converted
89051,104072,Female,Loyal Customer,44,Business travel,Business,1869,4,4,5,4,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
50136,151584,Male,Loyal Customer,41,Business travel,Business,1849,3,3,3,3,4,4,5,5,5,5,5,3,5,3,1,0.0,satisfied,Not Converted
81386,142567,Female,Loyal Customer,52,Business travel,Business,2459,2,2,2,2,5,5,4,2,2,2,2,4,2,4,0,0.0,satisfied,Converted
12893,151028,Female,Loyal Customer,42,Business travel,Business,1947,2,2,2,2,5,5,4,3,3,4,3,5,3,5,23,0.0,satisfied,Converted
8290,105033,Female,Loyal Customer,39,Business travel,Business,868,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
31501,75289,Female,Loyal Customer,30,Business travel,Business,2281,2,2,2,2,2,3,2,2,5,4,2,1,3,2,93,112.0,satisfied,Converted
81667,122950,Female,disloyal Customer,18,Business travel,Business,447,4,2,4,4,2,4,2,2,4,3,4,4,5,2,0,0.0,satisfied,Converted
35210,80129,Male,Loyal Customer,53,Business travel,Eco Plus,840,4,1,3,1,4,4,4,4,4,3,1,5,1,4,0,0.0,satisfied,Not Converted
87539,42257,Female,Loyal Customer,64,Personal Travel,Eco,351,4,1,4,4,1,3,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
34731,64368,Male,Loyal Customer,34,Business travel,Business,1050,5,5,5,5,3,5,3,5,5,5,5,4,5,2,7,0.0,satisfied,Converted
65363,114569,Female,Loyal Customer,48,Business travel,Business,813,2,2,2,2,4,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
52933,153961,Female,Loyal Customer,56,Business travel,Business,3394,5,5,4,5,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
102063,119956,Female,Loyal Customer,42,Business travel,Business,957,1,1,1,1,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
31446,124746,Female,disloyal Customer,24,Business travel,Business,214,5,5,5,1,4,5,4,4,5,3,5,4,4,4,10,0.0,satisfied,Not Converted
27749,129968,Female,Loyal Customer,43,Business travel,Business,1524,2,2,2,2,4,5,5,2,2,2,2,4,2,4,0,0.0,satisfied,Converted
83187,145031,Female,Loyal Customer,34,Business travel,Business,1929,5,5,5,5,3,5,4,4,4,4,4,3,4,5,2,0.0,satisfied,Converted
53340,136003,Male,Loyal Customer,57,Business travel,Business,2035,0,5,0,5,3,5,5,2,2,2,2,5,2,3,0,36.0,satisfied,Converted
36927,52859,Male,Loyal Customer,7,Personal Travel,Eco,378,4,1,1,4,4,1,4,4,1,5,3,4,4,4,6,0.0,satisfied,Converted
32817,77650,Male,Loyal Customer,40,Business travel,Business,3559,4,4,3,4,4,2,5,4,4,4,4,3,4,2,0,0.0,satisfied,Converted
42080,107602,Female,Loyal Customer,44,Business travel,Business,2214,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
88554,49274,Female,Loyal Customer,38,Business travel,Business,2112,3,3,3,3,1,4,1,4,4,4,4,2,4,5,1,1.0,satisfied,Converted
25444,165759,Male,Loyal Customer,23,Business travel,Business,2475,4,4,4,4,2,2,2,5,2,3,5,2,3,2,0,0.0,satisfied,Converted
49010,107263,Male,Loyal Customer,58,Business travel,Business,334,4,4,4,4,5,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
77436,89866,Female,Loyal Customer,44,Business travel,Eco,679,4,1,1,1,1,4,1,3,3,4,3,4,3,1,7,10.0,satisfied,Converted
4757,114228,Male,Loyal Customer,77,Business travel,Eco Plus,1190,5,3,3,3,5,5,5,5,5,2,3,1,4,5,0,0.0,satisfied,Converted
101494,152853,Female,disloyal Customer,24,Business travel,Eco,358,4,2,4,5,4,4,4,4,5,4,5,4,2,4,0,0.0,satisfied,Converted
17427,74807,Male,Loyal Customer,21,Business travel,Eco,937,0,4,0,3,2,0,2,2,4,2,1,4,5,2,49,29.0,satisfied,Not Converted
4416,47364,Male,disloyal Customer,22,Business travel,Business,224,5,0,5,5,4,5,3,4,3,2,5,4,4,4,0,8.0,satisfied,Converted
46177,140780,Female,Loyal Customer,42,Business travel,Business,1242,1,1,1,1,5,5,5,4,4,4,4,5,4,4,37,42.0,satisfied,Converted
49292,61944,Male,disloyal Customer,42,Business travel,Eco,692,4,4,4,5,4,4,4,4,1,4,3,2,1,4,0,0.0,satisfied,Converted
40848,68410,Male,Loyal Customer,19,Business travel,Business,853,3,3,3,3,4,4,4,4,4,2,5,5,5,4,25,50.0,satisfied,Converted
95758,114119,Male,Loyal Customer,33,Business travel,Business,1450,4,4,4,4,3,3,3,3,5,2,4,4,4,3,0,0.0,satisfied,Converted
9306,40513,Female,disloyal Customer,24,Business travel,Business,227,4,0,4,3,3,4,2,3,3,4,4,5,4,3,21,58.0,satisfied,Not Converted
61280,164808,Female,Loyal Customer,48,Business travel,Business,2658,3,3,3,3,4,4,5,2,2,3,2,4,2,3,11,14.0,satisfied,Converted
58535,163589,Female,Loyal Customer,48,Business travel,Business,3385,2,2,2,2,3,5,4,5,5,5,5,4,5,4,94,84.0,satisfied,Converted
77223,120427,Male,disloyal Customer,26,Business travel,Business,946,4,4,4,4,2,4,1,2,3,2,4,4,4,2,0,0.0,satisfied,Converted
7748,110877,Female,disloyal Customer,37,Business travel,Business,904,2,2,2,1,4,2,4,4,4,3,4,4,5,4,0,0.0,satisfied,Converted
28435,56505,Female,Loyal Customer,34,Business travel,Business,3032,1,1,1,1,4,5,4,3,5,2,1,4,5,4,117,149.0,satisfied,Converted
89942,134374,Female,Loyal Customer,37,Business travel,Business,1935,1,1,1,1,2,4,5,5,5,5,5,3,5,4,0,0.0,satisfied,Converted
87865,127294,Female,Loyal Customer,48,Business travel,Business,3416,1,1,1,1,4,4,4,5,5,5,5,4,5,3,8,0.0,satisfied,Converted
10178,154496,Male,Loyal Customer,58,Business travel,Business,347,1,5,1,1,2,4,4,4,4,4,4,4,4,5,7,0.0,satisfied,Converted
24559,83598,Male,Loyal Customer,37,Business travel,Eco,125,5,1,1,1,5,5,5,5,1,2,1,4,5,5,3,0.0,satisfied,Converted
63172,57593,Male,Loyal Customer,30,Business travel,Business,2911,2,2,3,2,4,3,4,4,4,5,5,5,3,4,1,25.0,satisfied,Converted
8197,152238,Male,Loyal Customer,52,Business travel,Business,325,2,2,1,2,5,5,5,4,4,4,4,5,4,5,17,15.0,satisfied,Converted
43641,70164,Female,Loyal Customer,31,Business travel,Eco Plus,101,4,2,5,2,4,4,4,4,3,3,1,2,1,4,0,0.0,satisfied,Converted
100168,112261,Male,Loyal Customer,48,Business travel,Business,2504,4,4,2,4,4,4,4,5,2,5,4,4,3,4,0,12.0,satisfied,Not Converted
8554,166395,Male,Loyal Customer,43,Business travel,Business,3644,3,3,2,3,5,5,5,4,2,5,5,5,5,5,226,220.0,satisfied,Converted
45656,159676,Female,Loyal Customer,37,Business travel,Business,651,2,2,2,2,2,4,5,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
70960,117635,Male,Loyal Customer,49,Personal Travel,Eco,821,0,1,0,4,2,0,1,2,1,1,3,1,4,2,0,0.0,satisfied,Converted
14186,88937,Male,disloyal Customer,39,Business travel,Business,347,5,5,5,1,1,5,1,1,4,5,4,2,3,1,0,0.0,satisfied,Converted
275,121259,Male,Loyal Customer,43,Business travel,Business,2828,0,1,1,2,5,5,4,3,3,3,3,5,3,5,39,41.0,satisfied,Converted
87910,74791,Male,Loyal Customer,24,Business travel,Business,2824,4,4,4,4,4,4,4,4,3,4,3,3,2,4,0,0.0,satisfied,Converted
59595,122721,Male,Loyal Customer,54,Business travel,Business,2563,5,5,2,5,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
103428,149840,Male,Loyal Customer,54,Business travel,Business,1164,5,5,4,5,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
89792,45625,Male,Loyal Customer,39,Business travel,Business,227,2,2,3,2,5,5,4,5,5,5,5,4,5,5,2,3.0,satisfied,Converted
74484,130786,Male,Loyal Customer,46,Business travel,Business,391,3,3,3,3,2,4,5,5,5,5,5,4,5,3,2,0.0,satisfied,Not Converted
86535,64703,Female,Loyal Customer,56,Business travel,Business,2213,1,1,1,1,5,5,4,4,4,4,4,1,4,4,0,0.0,satisfied,Converted
66246,131112,Female,Loyal Customer,56,Business travel,Business,233,1,1,1,1,5,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
33179,121149,Male,Loyal Customer,49,Business travel,Business,432,1,1,1,1,4,5,5,5,5,5,5,4,5,4,58,81.0,satisfied,Converted
11486,147185,Female,Loyal Customer,40,Business travel,Business,2807,4,4,4,4,3,4,5,5,5,5,5,4,5,3,7,0.0,satisfied,Converted
66281,82104,Male,Loyal Customer,57,Business travel,Eco,174,5,4,4,4,5,5,5,5,1,2,3,4,2,5,48,49.0,satisfied,Converted
10759,66404,Female,Loyal Customer,40,Business travel,Business,3073,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
40743,87123,Female,Loyal Customer,26,Business travel,Business,110,2,2,2,2,4,4,3,4,1,5,5,5,1,4,0,0.0,satisfied,Converted
15612,89134,Male,Loyal Customer,34,Business travel,Business,2035,5,5,5,5,2,3,1,5,5,5,5,5,5,1,6,0.0,satisfied,Not Converted
46436,81149,Male,Loyal Customer,48,Business travel,Eco,157,5,5,4,5,5,5,5,5,4,1,4,1,5,5,0,0.0,satisfied,Converted
58117,122738,Male,Loyal Customer,53,Business travel,Business,2697,2,2,2,2,5,5,4,2,2,2,2,3,2,5,6,0.0,satisfied,Converted
51037,152013,Female,Loyal Customer,40,Business travel,Business,3785,4,4,4,4,5,4,4,5,5,5,5,3,5,4,17,5.0,satisfied,Converted
53471,118555,Female,Loyal Customer,53,Business travel,Business,334,1,1,1,1,5,4,5,4,4,4,4,5,4,5,22,39.0,satisfied,Not Converted
32897,95733,Male,disloyal Customer,16,Business travel,Business,1182,5,5,5,3,5,5,5,5,4,2,5,5,5,5,2,0.0,satisfied,Converted
10984,138382,Female,Loyal Customer,69,Business travel,Business,3571,1,1,3,1,2,4,5,4,4,4,4,5,4,5,27,25.0,satisfied,Converted
102483,163373,Female,Loyal Customer,53,Business travel,Business,631,1,1,3,1,5,4,5,4,4,5,4,5,4,4,0,0.0,satisfied,Converted
36185,93466,Male,disloyal Customer,21,Business travel,Business,1065,4,0,4,2,5,4,5,5,3,5,4,5,5,5,0,0.0,satisfied,Converted
48370,85440,Female,Loyal Customer,23,Business travel,Business,776,1,1,1,1,4,4,4,4,5,2,1,3,1,4,1,2.0,satisfied,Converted
74204,105430,Female,Loyal Customer,59,Business travel,Business,1303,1,5,1,1,2,4,4,4,4,5,4,3,4,3,0,0.0,satisfied,Not Converted
67671,69786,Male,Loyal Customer,63,Business travel,Business,102,1,1,1,1,2,5,4,4,4,4,5,3,4,3,0,0.0,satisfied,Converted
44809,41422,Female,Loyal Customer,56,Business travel,Business,3532,1,1,2,1,4,5,4,2,2,2,2,5,2,4,0,0.0,satisfied,Converted
21327,62069,Male,Loyal Customer,40,Business travel,Eco,946,4,1,1,1,4,4,4,4,1,5,4,2,2,4,0,19.0,satisfied,Converted
99351,74560,Male,Loyal Customer,14,Personal Travel,Eco,944,5,5,5,3,4,5,4,4,1,5,2,5,1,4,0,0.0,satisfied,Not Converted
72411,97403,Male,Loyal Customer,47,Business travel,Business,2433,3,3,4,3,3,5,5,2,2,2,2,4,2,5,0,0.0,satisfied,Converted
36637,100778,Male,Loyal Customer,44,Business travel,Business,1192,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,12.0,satisfied,Converted
29573,70644,Male,Loyal Customer,34,Business travel,Eco,759,5,2,2,2,5,5,5,5,4,5,4,2,5,5,16,24.0,satisfied,Converted
23103,106851,Male,Loyal Customer,40,Business travel,Business,1514,1,1,1,1,4,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
98502,57993,Male,Loyal Customer,50,Business travel,Business,3541,2,2,2,2,5,2,2,5,5,5,5,4,5,4,11,23.0,satisfied,Not Converted
38094,53391,Female,Loyal Customer,29,Business travel,Eco,529,5,4,4,4,5,5,5,5,2,3,4,2,4,5,0,0.0,satisfied,Converted
47925,61253,Female,Loyal Customer,34,Personal Travel,Eco,147,4,4,0,3,4,0,4,4,5,4,5,5,4,4,0,0.0,satisfied,Converted
72785,45121,Male,Loyal Customer,48,Business travel,Business,1981,5,5,5,5,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,Not Converted
31143,158530,Female,Loyal Customer,55,Business travel,Business,1095,4,4,4,4,5,5,5,5,5,5,5,5,5,3,0,5.0,satisfied,Converted
65976,102840,Male,Loyal Customer,60,Business travel,Business,1389,1,1,1,1,4,5,4,2,2,2,2,4,2,3,0,0.0,satisfied,Converted
102053,103942,Male,disloyal Customer,49,Business travel,Business,929,3,3,3,3,5,3,5,5,5,2,5,3,4,5,0,4.0,satisfied,Converted
2517,120181,Female,Loyal Customer,57,Business travel,Business,2079,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0.0,satisfied,Converted
81976,79942,Female,Loyal Customer,47,Business travel,Business,3509,2,2,2,2,3,5,4,5,5,5,5,2,5,1,47,41.0,satisfied,Converted
87591,156885,Female,Loyal Customer,42,Business travel,Business,3509,5,5,5,5,4,5,4,4,4,4,4,5,4,4,6,7.0,satisfied,Not Converted
23925,126277,Male,Loyal Customer,47,Business travel,Business,1587,3,3,3,3,3,4,4,4,4,4,4,4,4,4,12,35.0,satisfied,Converted
82350,80424,Male,disloyal Customer,16,Business travel,Eco,752,5,5,5,1,3,3,3,3,2,3,3,5,3,3,0,2.0,satisfied,Not Converted
19918,115133,Female,Loyal Customer,43,Business travel,Business,153,5,5,5,5,4,4,4,4,4,4,5,3,4,3,0,0.0,satisfied,Not Converted
90089,145976,Male,Loyal Customer,18,Business travel,Business,2982,1,1,1,1,4,4,4,4,3,5,5,5,5,4,8,9.0,satisfied,Not Converted
35910,47549,Male,Loyal Customer,41,Business travel,Business,1889,0,0,0,4,5,4,4,1,1,1,1,4,1,4,6,5.0,satisfied,Converted
82601,140676,Female,Loyal Customer,65,Personal Travel,Eco,405,0,1,0,3,4,4,3,2,2,0,1,3,2,4,0,0.0,satisfied,Converted
64662,71625,Male,Loyal Customer,35,Business travel,Business,264,2,2,2,2,2,5,4,4,4,4,4,5,4,5,2,7.0,satisfied,Converted
78838,47927,Male,Loyal Customer,59,Business travel,Business,429,1,1,1,1,5,1,5,4,4,4,4,2,4,3,48,49.0,satisfied,Converted
81286,123747,Male,Loyal Customer,29,Business travel,Business,692,3,3,3,3,5,5,5,5,3,2,4,3,4,5,12,0.0,satisfied,Converted
31474,40961,Male,Loyal Customer,53,Business travel,Business,419,1,1,1,1,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
86495,37269,Male,Loyal Customer,53,Business travel,Business,853,2,2,2,2,4,4,5,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
79374,62075,Male,Loyal Customer,41,Business travel,Eco,946,5,4,4,4,5,5,5,5,2,2,4,4,1,5,79,61.0,satisfied,Not Converted
67040,74960,Female,Loyal Customer,26,Business travel,Business,3198,1,1,1,1,4,4,4,4,1,1,4,2,3,4,0,0.0,satisfied,Converted
9762,47525,Female,Loyal Customer,58,Business travel,Business,3581,3,3,3,3,5,5,5,3,3,4,5,5,4,5,182,182.0,satisfied,Not Converted
78378,65817,Male,Loyal Customer,22,Business travel,Business,954,2,2,2,2,2,2,2,2,5,3,2,5,3,2,0,0.0,satisfied,Converted
36575,55280,Male,Loyal Customer,48,Business travel,Eco,705,5,3,3,3,5,5,5,5,5,2,4,2,5,5,14,3.0,satisfied,Converted
14361,124126,Male,Loyal Customer,47,Business travel,Business,3182,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
86260,48649,Male,Loyal Customer,46,Business travel,Business,395,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
24160,160106,Female,Loyal Customer,46,Business travel,Business,328,2,2,4,2,2,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
89857,131488,Female,Loyal Customer,45,Business travel,Business,3440,4,3,4,4,5,5,4,5,5,4,5,5,5,3,0,0.0,satisfied,Converted
173,138235,Male,Loyal Customer,52,Business travel,Business,3747,5,5,5,5,2,4,5,4,4,4,4,5,4,5,24,20.0,satisfied,Converted
51095,148761,Female,Loyal Customer,35,Business travel,Business,3001,1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,Not Converted
34870,64474,Male,Loyal Customer,70,Personal Travel,Eco,954,4,3,4,3,4,4,4,4,2,4,2,2,4,4,13,0.0,satisfied,Converted
12426,93869,Male,Loyal Customer,53,Business travel,Business,2454,4,4,4,4,4,4,4,4,3,3,4,4,3,4,8,5.0,satisfied,Not Converted
86885,53816,Female,Loyal Customer,36,Business travel,Eco,708,3,4,2,4,3,4,3,3,2,4,3,4,2,3,0,0.0,satisfied,Converted
27358,156423,Male,Loyal Customer,59,Business travel,Business,899,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,36.0,satisfied,Converted
99452,154526,Male,Loyal Customer,42,Business travel,Business,2263,2,2,2,2,5,4,5,4,4,5,4,5,4,3,0,0.0,satisfied,Converted
52232,166119,Female,Loyal Customer,48,Business travel,Business,954,1,1,5,1,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
98452,103674,Female,Loyal Customer,8,Personal Travel,Eco,978,0,4,0,2,4,0,1,4,4,2,4,3,5,4,12,0.0,satisfied,Converted
29259,51489,Female,Loyal Customer,43,Business travel,Business,2150,3,5,3,3,3,2,1,5,5,5,5,1,5,5,25,15.0,satisfied,Converted
80484,99398,Female,Loyal Customer,37,Business travel,Business,1943,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,7.0,satisfied,Converted
5531,139101,Female,Loyal Customer,54,Business travel,Business,1544,1,1,1,1,3,4,5,5,5,4,5,3,5,3,6,1.0,satisfied,Converted
13762,78919,Female,Loyal Customer,26,Business travel,Business,3378,5,5,3,5,5,5,5,5,1,2,1,1,1,5,0,0.0,satisfied,Converted
73383,69035,Female,Loyal Customer,45,Business travel,Business,101,3,3,3,3,5,2,1,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
1321,144596,Male,disloyal Customer,28,Business travel,Business,405,5,5,5,1,3,5,3,3,5,4,5,3,4,3,14,11.0,satisfied,Converted
102694,127842,Male,disloyal Customer,24,Business travel,Business,223,4,4,4,3,3,4,3,3,5,5,5,5,4,3,0,9.0,satisfied,Converted
44675,138984,Female,Loyal Customer,43,Business travel,Business,3194,2,2,1,2,4,4,5,3,3,3,3,5,3,4,0,1.0,satisfied,Converted
60389,95592,Female,disloyal Customer,25,Business travel,Business,867,0,5,0,2,1,0,1,1,4,4,4,5,4,1,5,0.0,satisfied,Converted
85809,129172,Female,Loyal Customer,68,Personal Travel,Eco,1979,5,3,5,3,4,4,1,5,5,5,4,5,5,2,0,0.0,satisfied,Converted
33585,82755,Male,Loyal Customer,57,Business travel,Eco,391,4,1,1,1,5,4,5,5,4,4,2,1,1,5,0,0.0,satisfied,Converted
102381,125189,Male,Loyal Customer,40,Business travel,Business,404,3,3,5,3,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
101209,85239,Male,Loyal Customer,11,Personal Travel,Eco Plus,236,5,5,5,2,1,5,1,1,5,5,4,4,4,1,0,0.0,satisfied,Converted
98736,113411,Male,Loyal Customer,43,Business travel,Business,481,5,5,5,5,4,5,5,5,5,5,5,3,5,5,61,52.0,satisfied,Converted
76147,66806,Female,Loyal Customer,55,Business travel,Eco,82,5,1,1,1,2,5,4,5,5,5,5,3,5,2,1,0.0,satisfied,Converted
58587,111625,Female,Loyal Customer,48,Personal Travel,Eco,1438,0,5,0,3,3,4,4,4,4,0,2,5,4,3,8,0.0,satisfied,Converted
24425,90178,Female,Loyal Customer,56,Business travel,Eco,189,5,2,2,2,1,2,3,5,5,5,5,3,5,2,58,52.0,satisfied,Not Converted
39736,97679,Female,disloyal Customer,22,Business travel,Eco,225,5,2,5,3,5,5,5,5,1,5,2,2,3,5,12,0.0,satisfied,Converted
68369,37671,Male,Loyal Customer,36,Business travel,Business,89,4,4,4,4,5,5,5,4,2,5,5,5,4,5,134,129.0,satisfied,Converted
78261,48656,Male,disloyal Customer,20,Business travel,Business,395,4,5,5,1,2,5,2,2,5,2,4,5,5,2,5,4.0,satisfied,Converted
40809,114581,Male,Loyal Customer,52,Business travel,Business,2716,2,2,2,2,4,5,5,4,4,4,4,3,4,5,9,0.0,satisfied,Converted
47678,142324,Male,Loyal Customer,48,Personal Travel,Business,369,0,1,0,4,2,3,3,5,5,0,1,3,5,3,14,13.0,satisfied,Converted
83241,114254,Male,Loyal Customer,33,Business travel,Business,391,5,5,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0,satisfied,Converted
73290,56015,Female,Loyal Customer,38,Business travel,Business,169,4,4,4,4,5,4,5,5,5,5,4,4,5,3,0,0.0,satisfied,Converted
52128,85690,Male,Loyal Customer,47,Business travel,Business,3405,3,3,3,3,3,5,5,4,4,4,4,5,4,3,34,28.0,satisfied,Converted
44781,156776,Female,Loyal Customer,43,Business travel,Business,912,4,5,4,4,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
88688,103640,Male,Loyal Customer,59,Business travel,Business,802,1,1,1,1,2,5,5,3,3,3,3,4,3,4,0,0.0,satisfied,Converted
93796,140312,Female,Loyal Customer,60,Business travel,Business,1940,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
27678,54270,Female,Loyal Customer,46,Business travel,Eco,403,2,5,5,5,4,2,2,2,2,2,2,4,2,4,56,52.0,satisfied,Converted
73784,133126,Female,Loyal Customer,45,Business travel,Business,687,1,1,1,1,5,5,5,4,4,4,4,4,4,4,1,0.0,satisfied,Converted
29063,124576,Female,Loyal Customer,56,Business travel,Business,1791,2,2,2,2,2,4,5,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
80946,162932,Female,Loyal Customer,40,Business travel,Business,2810,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,8.0,satisfied,Converted
80959,46152,Female,disloyal Customer,26,Business travel,Business,363,4,0,4,1,4,4,4,4,3,5,5,5,4,4,22,72.0,satisfied,Converted
92973,89302,Female,Loyal Customer,33,Business travel,Business,1957,2,2,3,2,1,3,1,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
31138,126561,Male,Loyal Customer,31,Business travel,Business,2690,4,4,4,4,3,3,3,3,5,3,5,5,5,3,11,2.0,satisfied,Converted
77553,146582,Female,Loyal Customer,52,Business travel,Business,930,1,1,1,1,2,5,4,2,2,2,2,3,2,4,42,38.0,satisfied,Not Converted
17679,156246,Male,Loyal Customer,39,Business travel,Business,214,0,4,0,2,3,5,4,3,3,3,3,3,3,4,0,0.0,satisfied,Converted
30938,128901,Female,Loyal Customer,37,Business travel,Business,2388,4,4,4,4,5,2,3,3,3,3,3,5,3,2,0,0.0,satisfied,Converted
68234,109140,Female,Loyal Customer,52,Business travel,Business,2355,3,3,5,3,3,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
42469,112718,Male,Loyal Customer,28,Business travel,Business,868,4,4,4,4,4,3,4,4,5,4,4,4,5,4,0,0.0,satisfied,Converted
43005,63866,Female,Loyal Customer,52,Business travel,Business,1770,5,5,5,5,1,4,5,5,5,5,5,1,5,1,0,0.0,satisfied,Converted
58957,76160,Male,Loyal Customer,33,Business travel,Business,173,4,4,4,4,5,5,5,5,5,3,4,5,5,5,0,0.0,satisfied,Converted
69646,136358,Male,Loyal Customer,68,Business travel,Business,3190,1,1,5,1,3,4,4,3,3,4,3,4,3,5,7,2.0,satisfied,Converted
20936,121072,Male,Loyal Customer,31,Business travel,Business,1900,4,4,4,4,5,5,5,5,5,3,5,4,5,5,0,4.0,satisfied,Converted
96648,128256,Female,Loyal Customer,47,Business travel,Business,581,3,3,3,3,2,5,5,5,5,5,5,4,5,5,34,27.0,satisfied,Not Converted
102754,104741,Male,Loyal Customer,21,Business travel,Business,1464,5,5,5,5,5,5,5,5,5,5,5,4,4,5,0,0.0,satisfied,Converted
39935,79443,Male,Loyal Customer,43,Business travel,Eco,585,4,2,1,2,4,4,4,4,2,3,3,1,4,4,0,0.0,satisfied,Not Converted
24004,134723,Male,Loyal Customer,47,Business travel,Business,587,2,2,2,2,3,4,5,5,5,4,5,3,5,4,0,0.0,satisfied,Converted
3254,78912,Female,Loyal Customer,52,Business travel,Eco,575,5,4,4,4,1,1,1,5,5,5,5,2,5,1,0,0.0,satisfied,Not Converted
45207,51130,Male,disloyal Customer,15,Business travel,Eco,526,4,5,4,3,2,4,2,2,3,3,3,5,1,2,19,25.0,satisfied,Not Converted
23669,158727,Male,Loyal Customer,58,Business travel,Business,337,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0,28.0,satisfied,Converted
88555,71728,Male,Loyal Customer,40,Business travel,Business,3889,5,5,5,5,4,2,4,5,5,5,5,5,5,1,0,0.0,satisfied,Converted
3606,152469,Female,Loyal Customer,60,Business travel,Business,342,3,3,2,3,3,5,4,5,5,5,5,4,5,5,5,2.0,satisfied,Not Converted
40014,82391,Male,Loyal Customer,28,Business travel,Business,649,3,3,3,3,2,2,2,2,1,2,5,4,5,2,0,0.0,satisfied,Converted
28813,119913,Male,disloyal Customer,25,Business travel,Business,1145,5,0,5,1,2,5,2,2,3,3,5,5,4,2,0,0.0,satisfied,Converted
68770,64680,Male,Loyal Customer,50,Business travel,Eco,1448,5,1,5,1,5,5,5,5,2,2,2,5,4,5,7,32.0,satisfied,Not Converted
4135,152408,Female,Loyal Customer,30,Business travel,Business,2189,5,5,5,5,3,3,3,3,3,4,4,4,5,3,0,0.0,satisfied,Converted
92215,45544,Female,Loyal Customer,30,Personal Travel,Eco,308,0,4,0,3,2,0,2,2,3,4,5,4,4,2,0,0.0,satisfied,Converted
9056,93806,Female,Loyal Customer,41,Business travel,Business,2425,1,1,1,1,4,4,4,3,5,3,5,4,3,4,15,0.0,satisfied,Converted
91969,74081,Female,Loyal Customer,53,Business travel,Business,1189,5,5,5,5,1,1,4,5,5,5,5,1,5,3,0,0.0,satisfied,Converted
38122,72182,Male,Loyal Customer,48,Business travel,Business,1069,2,2,4,2,3,3,3,4,4,4,4,3,4,1,17,22.0,satisfied,Converted
